scroll_id,dag_depth,complexity,fork_score,unit_type,latency_ms,energy_w,timestamp
scroll_02206,6,0.43,2.58,fireteam,0.911,0.0125,2024-11-04T10:34:07.994012
scroll_02207,5,0.52,2.6,fireteam,0.834,0.0137,2024-09-04T10:34:07.994026
scroll_02208,4,0.82,3.28,fireteam,0.947,0.0149,2024-08-29T10:34:07.994037
scroll_02209,6,0.82,4.92,platoon,1.16,0.0192,2024-10-08T10:34:07.994048
scroll_02210,6,0.78,4.68,platoon,1.206,0.0203,2024-07-25T10:34:07.994058
scroll_02211,6,0.6,3.5999999999999996,squad,0.989,0.0174,2025-04-03T10:34:07.994069
scroll_02212,3,0.68,2.04,sniper_pair,0.815,0.0124,2025-03-05T10:34:07.994079
scroll_02213,2,0.84,1.68,sniper_pair,0.855,0.0129,2024-11-21T10:34:07.994089
scroll_02214,6,0.75,4.5,platoon,1.185,0.0203,2025-01-19T10:34:07.994099
scroll_02215,4,0.52,2.08,sniper_pair,0.775,0.0129,2024-09-30T10:34:07.994109
scroll_02216,5,0.89,4.45,squad,1.073,0.0155,2025-03-17T10:34:07.994120
scroll_02217,3,0.91,2.73,fireteam,0.868,0.0154,2024-05-16T10:34:07.994130
scroll_02218,3,0.6,1.7999999999999998,sniper_pair,0.747,0.0116,2024-12-12T10:34:07.994140
scroll_02219,2,0.58,1.16,sniper_pair,0.767,0.0129,2024-08-14T10:34:07.994150
scroll_02220,3,0.78,2.34,sniper_pair,0.757,0.0127,2024-05-20T10:34:07.994161
scroll_02221,6,0.63,3.7800000000000002,squad,0.963,0.0173,2024-11-17T10:34:07.994171
scroll_02222,5,0.77,3.85,squad,0.928,0.0163,2025-03-29T10:34:07.994182
scroll_02223,2,0.53,1.06,sniper_pair,0.827,0.0108,2025-01-15T10:34:07.994192
scroll_02224,2,0.49,0.98,sniper_pair,0.731,0.0119,2024-09-13T10:34:07.994202
scroll_02225,5,0.5,2.5,fireteam,0.868,0.0136,2024-06-14T10:34:07.994212
scroll_02226,5,0.76,3.8,squad,0.911,0.0165,2025-04-05T10:34:07.994228
scroll_02227,5,0.4,2.0,sniper_pair,0.82,0.0131,2024-11-04T10:34:07.994245
scroll_02228,4,0.54,2.16,sniper_pair,0.778,0.0131,2025-02-14T10:34:07.994263
scroll_02229,4,0.71,2.84,fireteam,0.908,0.0117,2024-06-21T10:34:07.994283
scroll_02230,6,0.41,2.46,sniper_pair,0.863,0.0123,2025-02-11T10:34:07.994301
scroll_02231,5,0.74,3.7,squad,0.942,0.0184,2025-01-18T10:34:07.994320
scroll_02232,4,0.61,2.44,sniper_pair,0.935,0.0116,2025-03-14T10:34:07.994331
scroll_02233,3,0.88,2.64,fireteam,0.905,0.0152,2025-04-23T10:34:07.994341
scroll_02234,5,0.81,4.050000000000001,squad,0.901,0.0171,2024-07-06T10:34:07.994356
scroll_02235,5,0.59,2.9499999999999997,fireteam,1.009,0.0118,2024-09-13T10:34:07.994374
scroll_02236,5,0.83,4.1499999999999995,squad,0.937,0.0158,2025-05-03T10:34:07.994387
scroll_02237,4,0.86,3.44,fireteam,0.935,0.0167,2025-04-17T10:34:07.994397
scroll_02238,6,0.85,5.1,platoon,1.13,0.0189,2024-11-30T10:34:07.994408
scroll_02239,3,0.51,1.53,sniper_pair,0.797,0.0094,2024-08-30T10:34:07.994418
scroll_02240,3,0.67,2.0100000000000002,sniper_pair,0.792,0.0125,2025-05-08T10:34:07.994429
scroll_02241,4,0.63,2.52,fireteam,0.865,0.0137,2024-06-10T10:34:07.994439
scroll_02242,4,0.74,2.96,fireteam,0.872,0.0125,2024-07-08T10:34:07.994449
scroll_02243,5,0.82,4.1,squad,1.028,0.0179,2024-07-30T10:34:07.994460
scroll_02244,6,0.66,3.96,squad,0.995,0.0161,2024-07-31T10:34:07.994470
scroll_02245,4,0.55,2.2,sniper_pair,0.83,0.0114,2024-06-14T10:34:07.994480
scroll_02246,2,0.93,1.86,sniper_pair,0.854,0.0129,2024-08-07T10:34:07.994490
scroll_02247,4,0.51,2.04,sniper_pair,0.856,0.0116,2024-09-02T10:34:07.994500
scroll_02248,3,0.55,1.6500000000000001,sniper_pair,0.731,0.0108,2024-12-30T10:34:07.994511
scroll_02249,4,0.83,3.32,fireteam,0.943,0.014,2024-08-08T10:34:07.994521
scroll_02250,6,0.5,3.0,fireteam,0.849,0.0156,2024-10-29T10:34:07.994532
scroll_02251,2,0.77,1.54,sniper_pair,0.809,0.0117,2024-12-03T10:34:07.994543
scroll_02252,2,0.58,1.16,sniper_pair,0.732,0.0115,2024-12-27T10:34:07.994554
scroll_02253,6,0.67,4.0200000000000005,squad,1.051,0.0169,2025-05-05T10:34:07.994564
scroll_02254,5,0.59,2.9499999999999997,fireteam,0.902,0.0136,2024-07-21T10:34:07.994574
scroll_02255,3,0.61,1.83,sniper_pair,0.763,0.0123,2024-09-21T10:34:07.994584
scroll_02256,2,0.57,1.14,sniper_pair,0.823,0.011,2025-02-20T10:34:07.994594
scroll_02257,3,0.81,2.43,sniper_pair,0.803,0.0107,2025-02-01T10:34:07.994605
scroll_02258,6,0.53,3.18,fireteam,0.865,0.0125,2025-02-17T10:34:07.994615
scroll_02259,6,0.69,4.14,squad,0.964,0.0168,2024-09-10T10:34:07.994625
scroll_02260,5,0.98,4.9,platoon,1.224,0.0203,2024-06-01T10:34:07.994636
scroll_02261,6,0.42,2.52,fireteam,0.857,0.0144,2025-04-25T10:34:07.994652
scroll_02262,2,0.9,1.8,sniper_pair,0.756,0.0112,2025-01-20T10:34:07.994669
scroll_02263,5,0.93,4.65,platoon,1.198,0.0208,2024-05-17T10:34:07.994682
scroll_02264,3,0.93,2.79,fireteam,0.887,0.0145,2024-11-20T10:34:07.994692
scroll_02265,5,0.53,2.6500000000000004,fireteam,0.911,0.0138,2024-07-25T10:34:07.994702
scroll_02266,3,0.89,2.67,fireteam,0.913,0.0131,2024-08-18T10:34:07.994713
scroll_02267,2,0.43,0.86,sniper_pair,0.859,0.0108,2024-11-13T10:34:07.994723
scroll_02268,2,0.41,0.82,sniper_pair,0.808,0.0105,2024-06-13T10:34:07.994733
scroll_02269,6,0.96,5.76,company,1.499,0.0195,2024-07-23T10:34:07.994743
scroll_02270,4,0.92,3.68,squad,0.988,0.0175,2024-10-15T10:34:07.994754
scroll_02271,5,0.77,3.85,squad,0.971,0.016,2025-04-01T10:34:07.994764
scroll_02272,5,0.93,4.65,platoon,1.154,0.0182,2024-08-15T10:34:07.994774
scroll_02273,3,0.98,2.94,fireteam,0.857,0.013,2024-12-07T10:34:07.994789
scroll_02274,6,0.92,5.5200000000000005,company,1.491,0.0216,2025-02-24T10:34:07.994807
scroll_02275,3,0.58,1.7399999999999998,sniper_pair,0.826,0.0115,2025-02-23T10:34:07.994822
scroll_02276,6,0.48,2.88,fireteam,0.895,0.014,2025-05-11T10:34:07.994834
scroll_02277,4,0.71,2.84,fireteam,0.947,0.0133,2025-05-07T10:34:07.994845
scroll_02278,4,0.66,2.64,fireteam,0.984,0.0145,2024-09-02T10:34:07.994855
scroll_02279,2,0.65,1.3,sniper_pair,0.769,0.0125,2024-12-29T10:34:07.994865
scroll_02280,2,0.49,0.98,sniper_pair,0.827,0.0133,2024-10-25T10:34:07.994877
scroll_02281,3,0.61,1.83,sniper_pair,0.769,0.0111,2025-01-29T10:34:07.994887
scroll_02282,2,0.48,0.96,sniper_pair,0.833,0.0111,2024-11-21T10:34:07.994900
scroll_02283,2,0.45,0.9,sniper_pair,0.807,0.0126,2024-10-22T10:34:07.994918
scroll_02284,3,0.74,2.2199999999999998,sniper_pair,0.812,0.012,2025-03-04T10:34:07.994928
scroll_02285,5,0.89,4.45,squad,0.942,0.0147,2024-12-03T10:34:07.994939
scroll_02286,3,0.72,2.16,sniper_pair,0.798,0.011,2024-08-03T10:34:07.994949
scroll_02287,6,0.97,5.82,company,1.501,0.0217,2025-02-16T10:34:07.994959
scroll_02288,2,0.84,1.68,sniper_pair,0.771,0.0126,2025-01-27T10:34:07.994969
scroll_02289,6,0.97,5.82,company,1.496,0.0209,2024-05-19T10:34:07.994980
scroll_02290,5,0.84,4.2,squad,1.007,0.0183,2024-08-21T10:34:07.994995
scroll_02291,3,0.52,1.56,sniper_pair,0.882,0.0139,2025-04-11T10:34:07.995012
scroll_02292,3,0.92,2.7600000000000002,fireteam,0.953,0.0135,2025-05-10T10:34:07.995022
scroll_02293,4,0.45,1.8,sniper_pair,0.729,0.0109,2024-12-06T10:34:07.995032
scroll_02294,5,0.91,4.55,platoon,1.186,0.0197,2024-12-03T10:34:07.995043
scroll_02295,2,0.45,0.9,sniper_pair,0.813,0.0101,2024-11-29T10:34:07.995053
scroll_02296,2,0.41,0.82,sniper_pair,0.829,0.0125,2025-04-12T10:34:07.995063
scroll_02297,6,0.87,5.22,platoon,1.255,0.0215,2025-03-05T10:34:07.995074
scroll_02298,2,0.71,1.42,sniper_pair,0.715,0.0111,2024-08-26T10:34:07.995084
scroll_02299,3,0.43,1.29,sniper_pair,0.717,0.0132,2024-06-22T10:34:07.995094
scroll_02300,4,0.65,2.6,fireteam,0.889,0.0143,2024-08-28T10:34:07.995104
scroll_02301,6,0.92,5.5200000000000005,company,1.518,0.0197,2025-01-08T10:34:07.995116
scroll_02302,5,0.48,2.4,sniper_pair,0.816,0.0112,2024-12-03T10:34:07.995127
scroll_02303,3,0.81,2.43,sniper_pair,0.791,0.0133,2024-11-29T10:34:07.995137
scroll_02304,4,0.41,1.64,sniper_pair,0.668,0.0115,2025-01-17T10:34:07.995147
scroll_02305,4,0.95,3.8,squad,0.995,0.018,2024-06-28T10:34:07.995158
scroll_02306,4,0.58,2.32,sniper_pair,0.75,0.0136,2025-03-19T10:34:07.995168
scroll_02307,6,0.94,5.64,company,1.489,0.02,2024-06-14T10:34:07.995178
scroll_02308,6,0.41,2.46,sniper_pair,0.825,0.0127,2024-10-23T10:34:07.995189
scroll_02309,4,0.63,2.52,fireteam,0.968,0.0122,2024-11-05T10:34:07.995199
scroll_02310,3,0.45,1.35,sniper_pair,0.751,0.0122,2024-10-25T10:34:07.995209
scroll_02311,5,0.68,3.4000000000000004,fireteam,0.96,0.0142,2024-06-15T10:34:07.995219
scroll_02312,4,0.59,2.36,sniper_pair,0.757,0.0111,2025-05-03T10:34:07.995229
scroll_02313,3,0.98,2.94,fireteam,0.927,0.0143,2024-08-19T10:34:07.995239
scroll_02314,4,0.77,3.08,fireteam,0.98,0.0148,2024-09-04T10:34:07.995250
scroll_02315,3,0.92,2.7600000000000002,fireteam,0.963,0.0134,2025-01-02T10:34:07.995260
scroll_02316,2,0.64,1.28,sniper_pair,0.822,0.0117,2025-03-04T10:34:07.995270
scroll_02317,2,0.54,1.08,sniper_pair,0.781,0.0127,2025-02-28T10:34:07.995281
scroll_02318,3,0.46,1.3800000000000001,sniper_pair,0.783,0.0142,2025-05-15T10:34:07.995291
scroll_02319,3,0.79,2.37,sniper_pair,0.74,0.012,2024-06-12T10:34:07.995308
scroll_02320,4,0.61,2.44,sniper_pair,0.676,0.0126,2025-04-06T10:34:07.995325
scroll_02321,2,0.87,1.74,sniper_pair,0.815,0.0108,2024-12-09T10:34:07.995343
scroll_02322,2,0.86,1.72,sniper_pair,0.814,0.0127,2025-02-07T10:34:07.995359
scroll_02323,6,0.59,3.54,squad,0.999,0.0153,2025-04-20T10:34:07.995370
scroll_02324,4,0.63,2.52,fireteam,0.942,0.0132,2024-08-28T10:34:07.995380
scroll_02325,6,0.72,4.32,squad,1.022,0.0164,2024-08-13T10:34:07.995390
scroll_02326,2,0.71,1.42,sniper_pair,0.791,0.011,2025-01-23T10:34:07.995402
scroll_02327,6,0.63,3.7800000000000002,squad,0.963,0.0187,2024-10-11T10:34:07.995412
scroll_02328,2,0.77,1.54,sniper_pair,0.867,0.0104,2024-11-28T10:34:07.995426
scroll_02329,2,0.41,0.82,sniper_pair,0.749,0.0126,2024-07-03T10:34:07.995443
scroll_02330,3,0.68,2.04,sniper_pair,0.702,0.0112,2025-03-23T10:34:07.995459
scroll_02331,2,0.56,1.12,sniper_pair,0.8,0.0119,2025-02-16T10:34:07.995469
scroll_02332,3,0.43,1.29,sniper_pair,0.732,0.0126,2024-05-28T10:34:07.995480
scroll_02333,4,0.78,3.12,fireteam,0.88,0.0142,2024-10-05T10:34:07.995490
scroll_02334,3,0.74,2.2199999999999998,sniper_pair,0.757,0.0126,2024-07-31T10:34:07.995500
scroll_02335,3,0.95,2.8499999999999996,fireteam,0.953,0.0149,2025-01-11T10:34:07.995510
scroll_02336,6,0.91,5.46,platoon,1.133,0.0192,2025-01-31T10:34:07.995520
scroll_02337,5,0.46,2.3000000000000003,sniper_pair,0.815,0.0126,2024-09-23T10:34:07.995531
scroll_02338,6,0.43,2.58,fireteam,0.9,0.0128,2024-09-27T10:34:07.995540
scroll_02339,5,0.5,2.5,fireteam,0.91,0.0138,2024-09-25T10:34:07.995550
scroll_02340,3,0.69,2.07,sniper_pair,0.781,0.0125,2025-04-10T10:34:07.995561
scroll_02341,5,0.41,2.05,sniper_pair,0.768,0.0134,2024-06-30T10:34:07.995571
scroll_02342,5,0.53,2.6500000000000004,fireteam,0.991,0.0142,2024-11-30T10:34:07.995581
scroll_02343,2,0.75,1.5,sniper_pair,0.803,0.0106,2024-05-30T10:34:07.995591
scroll_02344,6,0.47,2.82,fireteam,0.882,0.0148,2024-06-29T10:34:07.995602
scroll_02345,4,0.78,3.12,fireteam,0.895,0.0148,2025-04-14T10:34:07.995612
scroll_02346,2,0.91,1.82,sniper_pair,0.774,0.0123,2025-03-30T10:34:07.995622
scroll_02347,5,0.66,3.3000000000000003,fireteam,0.936,0.0141,2024-07-17T10:34:07.995632
scroll_02348,3,0.73,2.19,sniper_pair,0.803,0.0121,2024-12-02T10:34:07.995643
scroll_02349,3,0.99,2.9699999999999998,fireteam,0.861,0.0142,2024-08-31T10:34:07.995653
scroll_02350,3,0.81,2.43,sniper_pair,0.809,0.0107,2024-10-27T10:34:07.995663
scroll_02351,3,0.85,2.55,fireteam,0.894,0.0143,2025-04-21T10:34:07.995674
scroll_02352,6,0.77,4.62,platoon,1.176,0.0178,2024-07-31T10:34:07.995684
scroll_02353,3,0.96,2.88,fireteam,0.953,0.015,2024-12-10T10:34:07.995694
scroll_02354,3,0.68,2.04,sniper_pair,0.87,0.0128,2025-04-29T10:34:07.995704
scroll_02355,4,0.49,1.96,sniper_pair,0.793,0.0145,2024-08-09T10:34:07.995715
scroll_02356,2,0.58,1.16,sniper_pair,0.735,0.0095,2024-11-18T10:34:07.995725
scroll_02357,3,0.43,1.29,sniper_pair,0.839,0.0116,2025-02-12T10:34:07.995736
scroll_02358,5,0.42,2.1,sniper_pair,0.828,0.0126,2024-09-05T10:34:07.995746
scroll_02359,3,0.82,2.46,sniper_pair,0.751,0.0127,2024-11-10T10:34:07.995756
scroll_02360,4,0.65,2.6,fireteam,0.868,0.0143,2025-03-31T10:34:07.995767
scroll_02361,3,0.82,2.46,sniper_pair,0.703,0.0091,2024-11-03T10:34:07.995777
scroll_02362,5,0.44,2.2,sniper_pair,0.868,0.0107,2025-01-02T10:34:07.995787
scroll_02363,6,0.47,2.82,fireteam,0.907,0.0138,2025-02-18T10:34:07.995797
scroll_02364,2,0.61,1.22,sniper_pair,0.801,0.0107,2024-07-26T10:34:07.995808
scroll_02365,3,0.77,2.31,sniper_pair,0.726,0.011,2024-12-14T10:34:07.995818
scroll_02366,6,0.56,3.3600000000000003,fireteam,0.877,0.0138,2024-11-09T10:34:07.995828
scroll_02367,6,0.64,3.84,squad,0.995,0.0164,2024-10-06T10:34:07.995838
scroll_02368,2,0.63,1.26,sniper_pair,0.726,0.014,2024-10-16T10:34:07.995848
scroll_02369,2,0.61,1.22,sniper_pair,0.75,0.0121,2025-05-11T10:34:07.995858
scroll_02370,3,0.48,1.44,sniper_pair,0.881,0.0109,2024-10-06T10:34:07.995876
scroll_02371,3,0.96,2.88,fireteam,0.889,0.0138,2025-05-14T10:34:07.995893
scroll_02372,5,0.59,2.9499999999999997,fireteam,0.946,0.0136,2024-05-17T10:34:07.995903
scroll_02373,6,0.59,3.54,squad,0.892,0.0174,2025-03-30T10:34:07.995914
scroll_02374,3,0.98,2.94,fireteam,0.953,0.0126,2024-08-30T10:34:07.995924
scroll_02375,4,0.93,3.72,squad,0.927,0.0157,2025-02-03T10:34:07.995934
scroll_02376,2,0.58,1.16,sniper_pair,0.72,0.0111,2024-10-05T10:34:07.995946
scroll_02377,3,0.47,1.41,sniper_pair,0.862,0.0115,2024-09-02T10:34:07.995957
scroll_02378,3,0.5,1.5,sniper_pair,0.793,0.0107,2024-08-10T10:34:07.995968
scroll_02379,4,0.99,3.96,squad,1.039,0.0173,2025-05-03T10:34:07.995987
scroll_02380,2,0.42,0.84,sniper_pair,0.817,0.0107,2025-02-02T10:34:07.995999
scroll_02381,3,0.71,2.13,sniper_pair,0.821,0.0123,2024-12-06T10:34:07.996009
scroll_02382,5,0.5,2.5,fireteam,0.874,0.0118,2025-01-27T10:34:07.996019
scroll_02383,6,0.91,5.46,platoon,1.209,0.0212,2024-07-02T10:34:07.996029
scroll_02384,3,0.99,2.9699999999999998,fireteam,0.893,0.0152,2024-09-17T10:34:07.996040
scroll_02385,4,0.75,3.0,fireteam,0.893,0.0145,2024-08-01T10:34:07.996050
scroll_02386,5,0.6,3.0,fireteam,0.977,0.0138,2025-03-09T10:34:07.996060
scroll_02387,5,0.81,4.050000000000001,squad,0.978,0.0181,2024-06-19T10:34:07.996071
scroll_02388,4,0.5,2.0,sniper_pair,0.763,0.013,2024-06-10T10:34:07.996081
scroll_02389,4,0.5,2.0,sniper_pair,0.837,0.0115,2024-11-15T10:34:07.996091
scroll_02390,2,0.76,1.52,sniper_pair,0.82,0.0123,2025-02-13T10:34:07.996102
scroll_02391,2,0.66,1.32,sniper_pair,0.849,0.0131,2024-08-09T10:34:07.996119
scroll_02392,4,0.7,2.8,fireteam,0.819,0.0138,2024-09-11T10:34:07.996136
scroll_02393,2,0.61,1.22,sniper_pair,0.774,0.0123,2025-03-09T10:34:07.996147
scroll_02394,5,0.76,3.8,squad,0.939,0.0194,2024-05-19T10:34:07.996157
scroll_02395,2,0.6,1.2,sniper_pair,0.75,0.0111,2025-04-21T10:34:07.996168
scroll_02396,6,0.64,3.84,squad,0.956,0.017,2025-02-24T10:34:07.996178
scroll_02397,3,0.84,2.52,fireteam,0.905,0.0147,2024-06-17T10:34:07.996188
scroll_02398,3,0.8,2.4000000000000004,sniper_pair,0.824,0.0137,2024-11-09T10:34:07.996198
scroll_02399,3,0.74,2.2199999999999998,sniper_pair,0.762,0.0133,2025-03-26T10:34:07.996208
scroll_02400,6,0.97,5.82,company,1.507,0.0203,2024-07-22T10:34:07.996218
scroll_02401,3,0.67,2.0100000000000002,sniper_pair,0.84,0.0133,2024-12-14T10:34:07.996231
scroll_02402,6,0.62,3.7199999999999998,squad,0.961,0.0177,2024-09-10T10:34:07.996241
scroll_02403,4,0.49,1.96,sniper_pair,0.73,0.0111,2024-08-15T10:34:07.996251
scroll_02404,2,0.47,0.94,sniper_pair,0.759,0.0121,2024-05-19T10:34:07.996262
scroll_02405,4,0.83,3.32,fireteam,0.866,0.0147,2024-05-22T10:34:07.996273
scroll_02406,4,0.92,3.68,squad,1.082,0.0159,2025-03-01T10:34:07.996283
scroll_02407,6,0.78,4.68,platoon,1.198,0.0193,2024-10-14T10:34:07.996293
scroll_02408,6,0.82,4.92,platoon,1.259,0.0196,2025-02-21T10:34:07.996304
scroll_02409,6,0.77,4.62,platoon,1.191,0.0186,2025-05-08T10:34:07.996314
scroll_02410,4,0.61,2.44,sniper_pair,0.786,0.0124,2024-06-13T10:34:07.996324
scroll_02411,2,0.49,0.98,sniper_pair,0.734,0.0114,2024-08-06T10:34:07.996335
scroll_02412,3,0.92,2.7600000000000002,fireteam,0.878,0.0141,2024-06-04T10:34:07.996345
scroll_02413,4,0.69,2.76,fireteam,0.831,0.0152,2024-09-18T10:34:07.996356
scroll_02414,2,0.52,1.04,sniper_pair,0.74,0.0129,2024-10-04T10:34:07.996365
scroll_02415,3,0.63,1.8900000000000001,sniper_pair,0.713,0.0102,2025-05-03T10:34:07.996379
scroll_02416,5,0.76,3.8,squad,1.015,0.0156,2024-06-19T10:34:07.996397
scroll_02417,5,0.54,2.7,fireteam,0.776,0.0143,2024-11-05T10:34:07.996415
scroll_02418,4,0.59,2.36,sniper_pair,0.816,0.0112,2024-06-16T10:34:07.996444
scroll_02419,3,0.53,1.59,sniper_pair,0.734,0.0114,2025-05-09T10:34:07.996460
scroll_02420,3,0.4,1.2000000000000002,sniper_pair,0.781,0.012,2025-01-20T10:34:07.996475
scroll_02421,6,0.65,3.9000000000000004,squad,1.153,0.0175,2025-01-23T10:34:07.996491
scroll_02422,5,0.7,3.5,squad,1.072,0.0174,2024-07-25T10:34:07.996507
scroll_02423,5,0.62,3.1,fireteam,0.875,0.014,2025-02-21T10:34:07.996522
scroll_02424,5,0.44,2.2,sniper_pair,0.765,0.0134,2025-01-16T10:34:07.996540
scroll_02425,4,0.97,3.88,squad,0.897,0.0164,2024-05-24T10:34:07.996559
scroll_02426,5,0.85,4.25,squad,0.998,0.0163,2025-02-01T10:34:07.996582
scroll_02427,3,0.62,1.8599999999999999,sniper_pair,0.755,0.0115,2024-06-07T10:34:07.996596
scroll_02428,6,0.91,5.46,platoon,1.238,0.0191,2024-10-20T10:34:07.996607
scroll_02429,6,0.95,5.699999999999999,company,1.506,0.0188,2024-11-07T10:34:07.996617
scroll_02430,5,0.7,3.5,squad,0.955,0.0161,2025-05-07T10:34:07.996628
scroll_02431,3,0.84,2.52,fireteam,0.896,0.014,2024-12-25T10:34:07.996638
scroll_02432,3,0.85,2.55,fireteam,0.969,0.0146,2025-02-03T10:34:07.996649
scroll_02433,5,0.92,4.6000000000000005,platoon,1.209,0.0178,2025-04-30T10:34:07.996659
scroll_02434,2,0.45,0.9,sniper_pair,0.805,0.0134,2025-02-21T10:34:07.996669
scroll_02435,6,0.54,3.24,fireteam,0.959,0.0129,2025-03-02T10:34:07.996679
scroll_02436,5,0.46,2.3000000000000003,sniper_pair,0.827,0.0116,2025-03-27T10:34:07.996689
scroll_02437,2,0.77,1.54,sniper_pair,0.745,0.0108,2024-07-01T10:34:07.996700
scroll_02438,6,0.49,2.94,fireteam,0.9,0.0144,2024-08-29T10:34:07.996710
scroll_02439,6,0.88,5.28,platoon,1.251,0.0201,2024-11-24T10:34:07.996720
scroll_02440,3,0.82,2.46,sniper_pair,0.826,0.0113,2024-09-10T10:34:07.996731
scroll_02441,5,0.83,4.1499999999999995,squad,0.975,0.0169,2024-12-04T10:34:07.996741
scroll_02442,5,0.62,3.1,fireteam,0.884,0.014,2025-02-15T10:34:07.996751
scroll_02443,6,0.41,2.46,sniper_pair,0.804,0.0113,2025-05-13T10:34:07.996762
scroll_02444,3,0.65,1.9500000000000002,sniper_pair,0.835,0.0129,2024-11-01T10:34:07.996772
scroll_02445,4,0.98,3.92,squad,1.055,0.017,2025-02-21T10:34:07.996783
scroll_02446,4,0.56,2.24,sniper_pair,0.848,0.013,2024-08-30T10:34:07.996793
scroll_02447,3,0.94,2.82,fireteam,0.932,0.0124,2024-12-13T10:34:07.996803
scroll_02448,4,0.97,3.88,squad,0.982,0.0163,2025-01-16T10:34:07.996813
scroll_02449,5,0.99,4.95,platoon,1.141,0.019,2024-10-06T10:34:07.996823
scroll_02450,3,0.49,1.47,sniper_pair,0.882,0.0118,2025-01-08T10:34:07.996833
scroll_02451,4,0.91,3.64,squad,0.898,0.0151,2024-07-03T10:34:07.996845
scroll_02452,2,0.65,1.3,sniper_pair,0.839,0.012,2024-10-02T10:34:07.996856
scroll_02453,6,0.75,4.5,platoon,1.142,0.0189,2024-09-24T10:34:07.996866
scroll_02454,6,0.67,4.0200000000000005,squad,0.902,0.0168,2025-04-16T10:34:07.996876
scroll_02455,5,0.82,4.1,squad,0.985,0.0178,2025-02-24T10:34:07.996892
scroll_02456,6,0.51,3.06,fireteam,0.98,0.0121,2024-11-09T10:34:07.996908
scroll_02457,6,0.56,3.3600000000000003,fireteam,0.915,0.0134,2025-03-26T10:34:07.996926
scroll_02458,3,0.44,1.32,sniper_pair,0.681,0.0114,2024-08-20T10:34:07.996944
scroll_02459,3,1.0,3.0,fireteam,0.891,0.0151,2024-11-09T10:34:07.996963
scroll_02460,2,0.67,1.34,sniper_pair,0.839,0.0129,2024-07-13T10:34:07.996976
scroll_02461,4,0.67,2.68,fireteam,0.885,0.0132,2024-07-28T10:34:07.996986
scroll_02462,2,0.44,0.88,sniper_pair,0.907,0.0127,2024-10-17T10:34:07.996996
scroll_02463,4,0.83,3.32,fireteam,0.943,0.011,2024-07-07T10:34:07.997006
scroll_02464,4,0.46,1.84,sniper_pair,0.775,0.0125,2024-12-11T10:34:07.997017
scroll_02465,4,0.53,2.12,sniper_pair,0.77,0.0135,2024-10-27T10:34:07.997027
scroll_02466,6,0.74,4.4399999999999995,squad,0.982,0.015,2024-12-28T10:34:07.997042
scroll_02467,4,0.52,2.08,sniper_pair,0.849,0.0108,2025-03-01T10:34:07.997058
scroll_02468,2,0.74,1.48,sniper_pair,0.828,0.0121,2024-06-23T10:34:07.997068
scroll_02469,5,0.85,4.25,squad,1.005,0.0172,2024-12-04T10:34:07.997079
scroll_02470,3,0.44,1.32,sniper_pair,0.809,0.0112,2024-08-12T10:34:07.997089
scroll_02471,4,0.86,3.44,fireteam,0.907,0.0136,2024-07-09T10:34:07.997099
scroll_02472,6,0.95,5.699999999999999,company,1.556,0.0204,2024-06-21T10:34:07.997111
scroll_02473,5,0.88,4.4,squad,1.026,0.0167,2024-08-04T10:34:07.997121
scroll_02474,6,0.7,4.199999999999999,squad,0.949,0.0179,2025-03-04T10:34:07.997131
scroll_02475,3,0.95,2.8499999999999996,fireteam,0.881,0.0125,2024-08-08T10:34:07.997142
scroll_02476,2,0.96,1.92,sniper_pair,0.7,0.0132,2025-01-10T10:34:07.997153
scroll_02477,3,0.61,1.83,sniper_pair,0.804,0.0124,2024-10-08T10:34:07.997163
scroll_02478,3,0.87,2.61,fireteam,0.914,0.0141,2025-05-10T10:34:07.997174
scroll_02479,3,0.69,2.07,sniper_pair,0.783,0.0126,2025-03-11T10:34:07.997189
scroll_02480,6,0.98,5.88,company,1.518,0.0209,2025-01-26T10:34:07.997207
scroll_02481,5,0.5,2.5,fireteam,0.94,0.0148,2025-01-29T10:34:07.997220
scroll_02482,6,0.48,2.88,fireteam,0.839,0.0138,2024-10-08T10:34:07.997230
scroll_02483,5,0.54,2.7,fireteam,0.965,0.0129,2024-06-24T10:34:07.997240
scroll_02484,5,0.49,2.45,sniper_pair,0.836,0.0131,2024-07-01T10:34:07.997250
scroll_02485,3,0.61,1.83,sniper_pair,0.799,0.0113,2025-04-25T10:34:07.997260
scroll_02486,2,0.76,1.52,sniper_pair,0.81,0.0097,2024-10-08T10:34:07.997270
scroll_02487,2,0.74,1.48,sniper_pair,0.799,0.0118,2024-07-16T10:34:07.997280
scroll_02488,5,0.52,2.6,fireteam,0.879,0.0137,2025-03-03T10:34:07.997290
scroll_02489,5,0.84,4.2,squad,1.014,0.0183,2024-06-05T10:34:07.997300
scroll_02490,6,0.53,3.18,fireteam,0.872,0.0136,2025-02-13T10:34:07.997311
scroll_02491,2,0.75,1.5,sniper_pair,0.85,0.013,2024-09-11T10:34:07.997321
scroll_02492,2,0.41,0.82,sniper_pair,0.726,0.0112,2024-12-19T10:34:07.997331
scroll_02493,3,0.42,1.26,sniper_pair,0.829,0.0126,2025-01-16T10:34:07.997341
scroll_02494,3,0.84,2.52,fireteam,0.836,0.0146,2024-12-21T10:34:07.997351
