host,timestamp,scrolls_processed,avg_latency_ms,cache_hit_ratio,energy_per_scroll_w,dag_avg_depth,dag_fork_avg
crypto_miner,2025-02-22T10:14:32.197123,839587,1.044,0.9625,0.0198,7,1.88
crypto_miner,2025-02-23T10:14:32.197136,846557,1.247,0.992,0.0151,6,1.83
crypto_miner,2025-02-24T10:14:32.197144,821869,1.298,0.969,0.0145,4,2.41
crypto_miner,2025-02-25T10:14:32.197153,781890,1.227,0.9775,0.0162,5,2.25
crypto_miner,2025-02-26T10:14:32.197163,869315,1.225,0.9848,0.0141,7,2.27
crypto_miner,2025-02-27T10:14:32.197176,837628,1.05,0.9677,0.0162,5,2.42
crypto_miner,2025-02-28T10:14:32.197189,820235,0.942,0.9704,0.0187,3,2.08
crypto_miner,2025-03-01T10:14:32.197203,816947,0.771,0.9906,0.0178,3,2.32
crypto_miner,2025-03-02T10:14:32.197214,787865,1.269,0.9711,0.0183,4,2.33
crypto_miner,2025-03-03T10:14:32.197223,862351,0.936,0.99,0.0156,7,2.42
crypto_miner,2025-03-04T10:14:32.197230,831083,1.442,0.9742,0.0197,7,1.86
crypto_miner,2025-03-05T10:14:32.197237,811291,1.327,0.9618,0.0164,6,1.84
crypto_miner,2025-03-06T10:14:32.197245,847887,1.088,0.9623,0.0166,3,2.4
crypto_miner,2025-03-07T10:14:32.197252,859822,0.895,0.9688,0.0181,4,2.25
crypto_miner,2025-03-08T10:14:32.197260,817541,1.14,0.9689,0.0182,6,2.16
crypto_miner,2025-03-09T10:14:32.197272,856386,0.726,0.9716,0.0152,3,1.94
crypto_miner,2025-03-10T10:14:32.197280,799316,1.174,0.9863,0.0149,6,1.85
crypto_miner,2025-03-11T10:14:32.197287,853294,0.725,0.9682,0.019,6,2.43
crypto_miner,2025-03-12T10:14:32.197294,849665,1.036,0.9942,0.0169,7,2.49
crypto_miner,2025-03-13T10:14:32.197301,810993,0.833,0.9796,0.0189,6,1.84
crypto_miner,2025-03-14T10:14:32.197308,802675,1.193,0.9834,0.0173,5,2.47
crypto_miner,2025-03-15T10:14:32.197315,834250,1.194,0.965,0.0155,3,1.89
crypto_miner,2025-03-16T10:14:32.197322,802040,1.016,0.9777,0.0199,7,2.04
crypto_miner,2025-03-17T10:14:32.197329,803225,1.406,0.9656,0.0189,5,2.33
crypto_miner,2025-03-18T10:14:32.197336,844825,0.796,0.9881,0.0148,6,2.08
crypto_miner,2025-03-19T10:14:32.197343,835989,1.217,0.9872,0.0151,5,1.97
crypto_miner,2025-03-20T10:14:32.197354,780820,0.941,0.9835,0.0172,6,2.0
crypto_miner,2025-03-21T10:14:32.197365,844270,1.251,0.9777,0.0198,7,2.06
crypto_miner,2025-03-22T10:14:32.197377,866110,0.845,0.9885,0.0185,3,2.44
crypto_miner,2025-03-23T10:14:32.197390,806245,0.745,0.9752,0.0173,6,2.31
crypto_miner,2025-03-24T10:14:32.197402,850277,1.021,0.9764,0.0179,7,2.23
crypto_miner,2025-03-25T10:14:32.197414,793824,0.905,0.9632,0.0141,4,2.07
crypto_miner,2025-03-26T10:14:32.197426,813123,1.115,0.9637,0.0166,6,2.23
crypto_miner,2025-03-27T10:14:32.197436,844976,1.305,0.9855,0.0142,7,1.91
crypto_miner,2025-03-28T10:14:32.197443,842283,1.399,0.9763,0.0191,7,2.5
crypto_miner,2025-03-29T10:14:32.197451,861887,1.335,0.9802,0.0193,5,2.38
crypto_miner,2025-03-30T10:14:32.197458,831357,1.179,0.9792,0.0192,5,1.96
crypto_miner,2025-03-31T10:14:32.197465,834219,1.327,0.9644,0.016,3,2.2
crypto_miner,2025-04-01T10:14:32.197472,850539,1.49,0.9834,0.0184,4,2.29
crypto_miner,2025-04-02T10:14:32.197480,843127,0.852,0.9644,0.0151,3,2.05
crypto_miner,2025-04-03T10:14:32.197487,785478,0.767,0.9666,0.018,3,2.4
crypto_miner,2025-04-04T10:14:32.197494,780367,1.278,0.9744,0.0192,7,1.81
crypto_miner,2025-04-05T10:14:32.197501,810191,1.16,0.9729,0.0195,7,2.16
crypto_miner,2025-04-06T10:14:32.197508,804182,1.274,0.9785,0.0176,3,2.08
crypto_miner,2025-04-07T10:14:32.197515,820761,1.277,0.9664,0.0144,5,2.46
crypto_miner,2025-04-08T10:14:32.197522,777443,0.983,0.9945,0.0196,5,2.29
crypto_miner,2025-04-09T10:14:32.197530,818287,1.396,0.9843,0.0163,6,1.82
crypto_miner,2025-04-10T10:14:32.197537,859755,0.99,0.9657,0.02,6,2.11
crypto_miner,2025-04-11T10:14:32.197544,847166,0.897,0.9645,0.0173,5,2.32
crypto_miner,2025-04-12T10:14:32.197551,848424,1.129,0.9627,0.0175,3,2.47
crypto_miner,2025-04-13T10:14:32.197560,840121,1.015,0.9848,0.0174,4,2.48
crypto_miner,2025-04-14T10:14:32.197572,814240,1.492,0.9912,0.019,6,1.94
crypto_miner,2025-04-15T10:14:32.197585,802017,1.032,0.9847,0.0181,3,1.98
crypto_miner,2025-04-16T10:14:32.197592,858202,1.284,0.9842,0.0166,7,2.19
crypto_miner,2025-04-17T10:14:32.197599,807985,0.849,0.9885,0.0189,3,2.22
crypto_miner,2025-04-18T10:14:32.197606,862225,0.837,0.989,0.0188,6,2.09
crypto_miner,2025-04-19T10:14:32.197613,835398,1.343,0.9667,0.019,6,2.43
crypto_miner,2025-04-20T10:14:32.197620,851302,1.033,0.9759,0.0188,6,2.17
crypto_miner,2025-04-21T10:14:32.197627,868806,1.272,0.9751,0.0168,6,2.37
crypto_miner,2025-04-22T10:14:32.197634,788380,1.044,0.9692,0.014,7,1.94
crypto_miner,2025-04-23T10:14:32.197641,839307,1.373,0.9643,0.0148,6,2.4
crypto_miner,2025-04-24T10:14:32.197651,858609,1.397,0.9765,0.0146,7,1.81
crypto_miner,2025-04-25T10:14:32.197658,867827,1.498,0.9809,0.0186,7,1.97
crypto_miner,2025-04-26T10:14:32.197665,867438,1.348,0.9782,0.0155,7,2.4
crypto_miner,2025-04-27T10:14:32.197673,833308,1.103,0.9874,0.0174,4,1.84
crypto_miner,2025-04-28T10:14:32.197679,858075,1.263,0.9906,0.0165,6,1.88
crypto_miner,2025-04-29T10:14:32.197686,858209,0.88,0.9898,0.0154,7,2.05
crypto_miner,2025-04-30T10:14:32.197694,846589,1.441,0.994,0.02,6,2.07
crypto_miner,2025-05-01T10:14:32.197701,787265,1.241,0.9767,0.0191,5,2.5
crypto_miner,2025-05-02T10:14:32.197708,770793,0.721,0.9822,0.0178,4,2.19
crypto_miner,2025-05-03T10:14:32.197718,783706,1.309,0.9813,0.0141,5,2.04
crypto_miner,2025-05-04T10:14:32.197725,797636,1.145,0.9745,0.0195,5,1.96
crypto_miner,2025-05-05T10:14:32.197735,851808,1.439,0.9774,0.0161,3,2.4
crypto_miner,2025-05-06T10:14:32.197742,826512,1.402,0.9841,0.0188,3,2.38
crypto_miner,2025-05-07T10:14:32.198012,869123,1.144,0.9722,0.0184,4,2.36
crypto_miner,2025-05-08T10:14:32.198030,819762,1.309,0.9662,0.0181,5,2.39
crypto_miner,2025-05-09T10:14:32.198038,833118,1.259,0.9831,0.0194,6,1.86
crypto_miner,2025-05-10T10:14:32.198047,772983,0.756,0.9763,0.0163,7,2.4
crypto_miner,2025-05-11T10:14:32.198058,855402,0.896,0.9686,0.0194,5,2.01
crypto_miner,2025-05-12T10:14:32.198072,808292,1.036,0.9947,0.0182,4,2.4
crypto_miner,2025-05-13T10:14:32.198083,856403,1.368,0.9863,0.0146,7,2.1
crypto_miner,2025-05-14T10:14:32.198095,858515,1.351,0.9706,0.0159,4,2.17
crypto_miner,2025-05-15T10:14:32.198107,809553,1.247,0.9609,0.0157,4,2.14
crypto_miner,2024-05-16T10:14:32.198126,828315,1.289,0.9697,0.0162,3,2.02
crypto_miner,2024-05-17T10:14:32.198134,880883,1.264,0.9686,0.0194,6,2.38
crypto_miner,2024-05-18T10:14:32.198143,818834,0.954,0.9694,0.0157,5,2.13
crypto_miner,2024-05-19T10:14:32.198155,815594,1.273,0.9913,0.0181,7,2.07
crypto_miner,2024-05-20T10:14:32.198168,834839,0.961,0.972,0.015,5,1.98
crypto_miner,2024-05-21T10:14:32.198184,854361,1.139,0.9725,0.0188,6,2.14
crypto_miner,2024-05-22T10:14:32.198191,819897,1.171,0.9612,0.0144,5,2.45
crypto_miner,2024-05-23T10:14:32.198198,874471,0.912,0.9805,0.0192,6,2.43
crypto_miner,2024-05-24T10:14:32.198206,791467,0.957,0.9644,0.0167,4,2.2
crypto_miner,2024-05-25T10:14:32.198214,813163,1.04,0.9753,0.0165,4,2.47
crypto_miner,2024-05-26T10:14:32.198221,855100,0.852,0.9613,0.0175,6,2.22
crypto_miner,2024-05-27T10:14:32.198228,802532,0.721,0.99,0.0165,5,2.38
crypto_miner,2024-05-28T10:14:32.198235,796264,1.08,0.9785,0.0142,3,1.9
crypto_miner,2024-05-29T10:14:32.198247,858012,0.901,0.978,0.0165,7,1.94
crypto_miner,2024-05-30T10:14:32.198259,848936,1.006,0.9927,0.0179,7,2.22
crypto_miner,2024-05-31T10:14:32.198273,869112,0.865,0.971,0.02,5,1.83
crypto_miner,2024-06-01T10:14:32.198281,788966,0.759,0.9777,0.016,6,2.19
crypto_miner,2024-06-02T10:14:32.198288,835764,0.869,0.9615,0.0162,6,2.3
crypto_miner,2024-06-03T10:14:32.198295,879087,0.72,0.9652,0.017,4,2.34
crypto_miner,2024-06-04T10:14:32.198302,822522,1.298,0.9855,0.0172,5,2.26
crypto_miner,2024-06-05T10:14:32.198310,814877,0.999,0.9946,0.0177,6,2.38
crypto_miner,2024-06-06T10:14:32.198317,806240,1.127,0.989,0.018,4,2.41
crypto_miner,2024-06-07T10:14:32.198324,833655,0.82,0.9932,0.0146,4,2.17
crypto_miner,2024-06-08T10:14:32.198339,828068,0.929,0.9815,0.0163,3,2.33
crypto_miner,2024-06-09T10:14:32.198351,806389,1.244,0.9868,0.0192,6,2.1
crypto_miner,2024-06-10T10:14:32.198361,838380,1.466,0.9627,0.0164,6,1.97
crypto_miner,2024-06-11T10:14:32.198368,864100,1.348,0.9866,0.0177,6,1.8
crypto_miner,2024-06-12T10:14:32.198376,866570,0.933,0.9804,0.0192,5,1.82
crypto_miner,2024-06-13T10:14:32.198384,848825,0.958,0.9831,0.0183,4,2.19
crypto_miner,2024-06-14T10:14:32.198394,831095,1.299,0.966,0.0188,3,1.83
crypto_miner,2024-06-15T10:14:32.198401,875217,0.849,0.9844,0.0146,3,1.85
crypto_miner,2024-06-16T10:14:32.198408,851632,0.86,0.9726,0.018,7,2.13
crypto_miner,2024-06-17T10:14:32.198415,829092,0.785,0.9609,0.0166,3,2.34
crypto_miner,2024-06-18T10:14:32.198422,815446,0.816,0.9832,0.0197,6,2.25
crypto_miner,2024-06-19T10:14:32.198430,865467,1.427,0.9751,0.0146,6,2.13
crypto_miner,2024-06-20T10:14:32.198443,815638,0.718,0.9857,0.0181,3,1.99
crypto_miner,2024-06-21T10:14:32.198455,879679,0.933,0.9714,0.0187,3,1.84
crypto_miner,2024-06-22T10:14:32.198467,867080,1.078,0.9713,0.0194,6,1.97
crypto_miner,2024-06-23T10:14:32.198480,818168,0.868,0.9613,0.0188,5,2.42
crypto_miner,2024-06-24T10:14:32.198492,881362,1.202,0.9797,0.0174,7,2.17
crypto_miner,2024-06-25T10:14:32.198507,793047,1.004,0.9633,0.0166,3,2.41
crypto_miner,2024-06-26T10:14:32.198521,795095,1.495,0.9814,0.0198,6,1.83
crypto_miner,2024-06-27T10:14:32.198538,860342,0.729,0.978,0.0168,6,2.47
crypto_miner,2024-06-28T10:14:32.198557,802775,0.922,0.9819,0.0189,7,1.93
crypto_miner,2024-06-29T10:14:32.198564,806520,1.004,0.9797,0.0154,5,2.09
crypto_miner,2024-06-30T10:14:32.198573,865485,1.2,0.9895,0.0181,6,1.85
crypto_miner,2024-07-01T10:14:32.198583,806796,1.157,0.9755,0.018,3,1.98
crypto_miner,2024-07-02T10:14:32.198590,881948,1.227,0.9728,0.0198,5,1.98
crypto_miner,2024-07-03T10:14:32.198597,874457,1.317,0.9832,0.0144,7,2.29
crypto_miner,2024-07-04T10:14:32.198606,831534,1.145,0.9789,0.0162,6,1.89
crypto_miner,2024-07-05T10:14:32.198618,852697,0.828,0.9694,0.0185,5,2.07
crypto_miner,2024-07-06T10:14:32.198630,880628,1.35,0.9685,0.0142,5,1.88
crypto_miner,2024-07-07T10:14:32.198643,828126,1.344,0.9828,0.019,4,2.27
crypto_miner,2024-07-08T10:14:32.198665,841161,0.76,0.9923,0.0169,5,1.92
crypto_miner,2024-07-09T10:14:32.198682,785957,1.117,0.9758,0.0197,6,2.14
crypto_miner,2024-07-10T10:14:32.198695,828328,0.909,0.9629,0.0193,4,1.99
crypto_miner,2024-07-11T10:14:32.198704,869607,0.902,0.9654,0.0168,4,2.15
crypto_miner,2024-07-12T10:14:32.198712,875209,1.037,0.9863,0.0176,5,2.19
crypto_miner,2024-07-13T10:14:32.198723,871425,1.13,0.9798,0.0188,6,1.89
crypto_miner,2024-07-14T10:14:32.198735,811079,1.158,0.9923,0.0188,7,2.17
crypto_miner,2024-07-15T10:14:32.198750,881231,1.252,0.9908,0.0154,5,1.99
crypto_miner,2024-07-16T10:14:32.198760,789579,0.981,0.9914,0.0193,5,2.44
crypto_miner,2024-07-17T10:14:32.198767,880108,0.827,0.9687,0.0175,6,2.09
crypto_miner,2024-07-18T10:14:32.198774,851581,1.306,0.9824,0.0186,4,2.15
crypto_miner,2024-07-19T10:14:32.198781,807297,0.704,0.9827,0.0184,7,2.19
crypto_miner,2024-07-20T10:14:32.198789,835617,1.429,0.9736,0.0176,6,1.94
crypto_miner,2024-07-21T10:14:32.198796,838912,1.388,0.9792,0.0165,6,1.98
crypto_miner,2024-07-22T10:14:32.198803,835096,0.979,0.9801,0.0185,4,2.19
crypto_miner,2024-07-23T10:14:32.198810,831693,0.793,0.9855,0.0168,4,2.11
crypto_miner,2024-07-24T10:14:32.198817,818464,0.702,0.9768,0.0187,5,2.3
crypto_miner,2024-07-25T10:14:32.198825,806061,1.484,0.9713,0.0196,6,1.97
crypto_miner,2024-07-26T10:14:32.198836,836518,0.927,0.9862,0.0162,3,2.06
crypto_miner,2024-07-27T10:14:32.198843,879870,1.243,0.9799,0.0143,7,2.1
crypto_miner,2024-07-28T10:14:32.198850,834789,1.06,0.9902,0.0164,3,2.13
crypto_miner,2024-07-29T10:14:32.198857,854505,1.353,0.9697,0.019,5,2.11
crypto_miner,2024-07-30T10:14:32.198864,800543,1.05,0.9692,0.0182,3,2.48
crypto_miner,2024-07-31T10:14:32.198872,859850,1.178,0.9705,0.0195,6,2.07
crypto_miner,2024-08-01T10:14:32.198879,828546,0.779,0.9625,0.019,7,2.42
crypto_miner,2024-08-02T10:14:32.198893,872324,1.481,0.9646,0.02,3,2.46
crypto_miner,2024-08-03T10:14:32.198905,836320,1.239,0.9754,0.016,5,1.81
crypto_miner,2024-08-04T10:14:32.198921,855828,0.759,0.9763,0.0189,3,1.82
crypto_miner,2024-08-05T10:14:32.198928,788690,0.811,0.9639,0.0143,5,2.42
crypto_miner,2024-08-06T10:14:32.198935,858892,1.5,0.9857,0.0174,3,1.9
crypto_miner,2024-08-07T10:14:32.198944,834726,0.996,0.9775,0.0148,3,2.26
crypto_miner,2024-08-08T10:14:32.198956,807292,0.766,0.9608,0.0181,6,2.43
crypto_miner,2024-08-09T10:14:32.198968,847313,1.23,0.9862,0.0147,4,2.09
crypto_miner,2024-08-10T10:14:32.198981,807099,0.748,0.9625,0.0155,6,2.12
crypto_miner,2024-08-11T10:14:32.198994,870439,1.484,0.9858,0.0169,4,1.99
crypto_miner,2024-08-12T10:14:32.199008,814544,1.342,0.9891,0.0196,7,2.45
crypto_miner,2024-08-13T10:14:32.199022,849948,0.844,0.974,0.0159,4,2.27
crypto_miner,2024-08-14T10:14:32.199035,869885,1.227,0.9822,0.0152,7,2.27
crypto_miner,2024-08-15T10:14:32.199047,876247,1.11,0.9704,0.0149,5,2.09
crypto_miner,2024-08-16T10:14:32.199061,820566,1.161,0.9668,0.0165,4,2.13
crypto_miner,2024-08-17T10:14:32.199074,842657,1.144,0.9681,0.0149,5,2.02
crypto_miner,2024-08-18T10:14:32.199085,817868,0.845,0.9818,0.0146,4,2.49
crypto_miner,2024-08-19T10:14:32.199097,795413,0.901,0.9906,0.0153,4,2.4
crypto_miner,2024-08-20T10:14:32.199114,801298,1.234,0.9785,0.0162,5,2.19
crypto_miner,2024-08-21T10:14:32.199130,852641,1.445,0.9916,0.0176,3,1.98
crypto_miner,2024-08-22T10:14:32.199141,803161,1.159,0.9719,0.0188,4,2.26
crypto_miner,2024-08-23T10:14:32.199152,810182,0.801,0.9705,0.0187,3,1.92
crypto_miner,2024-08-24T10:14:32.199164,802179,1.071,0.9775,0.0195,3,2.21
crypto_miner,2024-08-25T10:14:32.199176,821476,0.95,0.9727,0.0181,7,2.21
crypto_miner,2024-08-26T10:14:32.199188,816278,1.473,0.985,0.0157,3,2.17
crypto_miner,2024-08-27T10:14:32.199199,877211,1.07,0.9737,0.0194,7,2.21
crypto_miner,2024-08-28T10:14:32.199211,796698,1.227,0.9933,0.0194,3,2.41
crypto_miner,2024-08-29T10:14:32.199223,857305,1.052,0.9705,0.0141,5,1.85
crypto_miner,2024-08-30T10:14:32.199235,815759,0.838,0.975,0.0162,5,2.39
crypto_miner,2024-08-31T10:14:32.199246,849779,1.297,0.9692,0.0146,4,2.24
crypto_miner,2024-09-01T10:14:32.199257,862446,1.363,0.9753,0.0182,3,2.26
crypto_miner,2024-09-02T10:14:32.199268,841998,1.156,0.9692,0.015,4,2.23
crypto_miner,2024-09-03T10:14:32.199279,788481,0.948,0.9925,0.0145,5,2.15
crypto_miner,2024-09-04T10:14:32.199290,815309,1.126,0.9899,0.0184,6,2.03
crypto_miner,2024-09-05T10:14:32.199301,810857,0.841,0.9917,0.0194,7,2.37
crypto_miner,2024-09-06T10:14:32.199312,799848,1.192,0.9805,0.0143,3,1.99
crypto_miner,2024-09-07T10:14:32.199324,820635,1.099,0.9947,0.02,7,2.12
crypto_miner,2024-09-08T10:14:32.199339,851579,0.989,0.9659,0.0143,4,1.85
crypto_miner,2024-09-09T10:14:32.199351,838626,1.328,0.9629,0.0147,4,2.42
crypto_miner,2024-09-10T10:14:32.199363,858406,1.484,0.9879,0.0173,3,1.92
crypto_miner,2024-09-11T10:14:32.199378,811582,1.499,0.9624,0.0149,4,2.31
crypto_miner,2024-09-12T10:14:32.199390,788559,0.928,0.968,0.0181,5,1.89
crypto_miner,2024-09-13T10:14:32.199402,847715,1.387,0.9723,0.0167,6,2.35
crypto_miner,2024-09-14T10:14:32.199415,835882,1.276,0.9792,0.0175,5,2.26
crypto_miner,2024-09-15T10:14:32.199431,852453,1.443,0.9911,0.0148,5,1.99
crypto_miner,2024-09-16T10:14:32.199443,870239,1.016,0.9686,0.0152,4,1.85
crypto_miner,2024-09-17T10:14:32.199455,796373,0.851,0.9629,0.0178,6,2.13
crypto_miner,2024-09-18T10:14:32.199468,874578,1.114,0.9914,0.0199,7,2.39
crypto_miner,2024-09-19T10:14:32.199480,800009,1.421,0.9766,0.0146,7,1.91
crypto_miner,2024-09-20T10:14:32.199491,848350,1.22,0.988,0.0153,6,2.07
crypto_miner,2024-09-21T10:14:32.199503,819999,0.762,0.9811,0.0152,5,2.24
crypto_miner,2024-09-22T10:14:32.199515,864958,0.974,0.985,0.0179,6,2.22
crypto_miner,2024-09-23T10:14:32.199526,810263,1.109,0.9948,0.0192,3,1.99
crypto_miner,2024-09-24T10:14:32.199541,845015,0.851,0.9938,0.0179,6,2.4
crypto_miner,2024-09-25T10:14:32.199552,876119,1.244,0.9618,0.015,5,2.32
crypto_miner,2024-09-26T10:14:32.199567,843343,0.709,0.9877,0.0153,3,2.37
crypto_miner,2024-09-27T10:14:32.199578,796035,0.958,0.9929,0.0149,3,1.97
crypto_miner,2024-09-28T10:14:32.199589,802093,0.92,0.9622,0.0161,7,2.24
crypto_miner,2024-09-29T10:14:32.199600,815820,0.938,0.9644,0.0155,4,2.14
crypto_miner,2024-09-30T10:14:32.199612,820213,1.045,0.9781,0.0145,4,2.27
crypto_miner,2024-10-01T10:14:32.199623,885504,0.778,0.9677,0.0167,7,2.03
crypto_miner,2024-10-02T10:14:32.199634,790318,1.234,0.9668,0.016,4,1.82
crypto_miner,2024-10-03T10:14:32.199645,798470,0.873,0.9756,0.0145,3,2.23
crypto_miner,2024-10-04T10:14:32.199657,878823,1.088,0.9732,0.0172,4,2.32
crypto_miner,2024-10-05T10:14:32.199668,863463,0.885,0.9631,0.0195,5,1.95
crypto_miner,2024-10-06T10:14:32.199679,847976,0.764,0.9741,0.0146,3,2.35
crypto_miner,2024-10-07T10:14:32.199690,814120,0.725,0.9849,0.0172,7,1.86
crypto_miner,2024-10-08T10:14:32.199701,832540,0.835,0.9829,0.0194,6,2.46
crypto_miner,2024-10-09T10:14:32.199713,822142,0.789,0.9869,0.0194,7,2.27
crypto_miner,2024-10-10T10:14:32.199724,815623,1.012,0.9652,0.0194,4,2.47
crypto_miner,2024-10-11T10:14:32.199740,872462,0.882,0.9717,0.0196,6,1.89
crypto_miner,2024-10-12T10:14:32.199752,866164,1.369,0.9771,0.0169,5,2.34
crypto_miner,2024-10-13T10:14:32.199763,835217,1.188,0.9895,0.0162,3,2.07
crypto_miner,2024-10-14T10:14:32.199777,811166,1.382,0.9766,0.016,6,1.98
crypto_miner,2024-10-15T10:14:32.199788,845363,1.237,0.9835,0.0155,3,1.95
crypto_miner,2024-10-16T10:14:32.199800,814986,1.422,0.967,0.0155,5,2.48
crypto_miner,2024-10-17T10:14:32.199811,853986,1.303,0.992,0.0171,7,1.92
crypto_miner,2024-10-18T10:14:32.199822,786016,0.924,0.9683,0.0186,5,2.19
crypto_miner,2024-10-19T10:14:32.199833,806458,1.171,0.9765,0.0168,5,2.47
crypto_miner,2024-10-20T10:14:32.199845,827955,1.116,0.97,0.0153,7,1.95
crypto_miner,2024-10-21T10:14:32.199856,865640,1.223,0.9791,0.018,7,2.07
crypto_miner,2024-10-22T10:14:32.199868,866701,1.053,0.9897,0.0146,7,2.22
crypto_miner,2024-10-23T10:14:32.199878,822491,0.885,0.963,0.0199,7,2.18
crypto_miner,2024-10-24T10:14:32.199891,825444,1.144,0.9613,0.0197,4,2.34
crypto_miner,2024-10-25T10:14:32.199902,813308,0.737,0.977,0.019,7,2.13
crypto_miner,2024-10-26T10:14:32.199914,834023,1.303,0.9762,0.019,7,2.22
crypto_miner,2024-10-27T10:14:32.199926,809881,1.392,0.9853,0.0178,5,1.83
crypto_miner,2024-10-28T10:14:32.199938,829191,1.484,0.9896,0.0192,6,2.29
crypto_miner,2024-10-29T10:14:32.199950,804084,0.978,0.9759,0.019,5,2.11
crypto_miner,2024-10-30T10:14:32.199962,881780,0.713,0.9789,0.0164,4,2.1
crypto_miner,2024-10-31T10:14:32.199974,836088,1.137,0.9788,0.0168,7,2.02
crypto_miner,2024-11-01T10:14:32.199985,874757,1.316,0.9863,0.0173,5,2.05
crypto_miner,2024-11-02T10:14:32.200000,852970,1.311,0.9918,0.0174,4,2.48
crypto_miner,2024-11-03T10:14:32.200011,868963,0.939,0.9933,0.014,5,2.17
crypto_miner,2024-11-04T10:14:32.200022,876888,1.162,0.9779,0.0167,4,2.19
crypto_miner,2024-11-05T10:14:32.200035,863047,1.488,0.992,0.0158,7,2.09
crypto_miner,2024-11-06T10:14:32.200052,824813,1.186,0.9919,0.017,6,2.23
crypto_miner,2024-11-07T10:14:32.200063,863818,0.889,0.9611,0.0166,7,2.3
crypto_miner,2024-11-08T10:14:32.200074,856871,1.483,0.9626,0.016,7,2.32
crypto_miner,2024-11-09T10:14:32.200085,835449,0.857,0.9633,0.0199,4,2.03
crypto_miner,2024-11-10T10:14:32.200096,850160,1.231,0.9881,0.0176,3,2.14
crypto_miner,2024-11-11T10:14:32.200109,847878,0.81,0.9914,0.0166,5,2.29
crypto_miner,2024-11-12T10:14:32.200120,861039,0.828,0.9869,0.0195,7,1.99
crypto_miner,2024-11-13T10:14:32.200131,875735,1.465,0.9617,0.0183,4,1.99
crypto_miner,2024-11-14T10:14:32.200150,877904,0.916,0.9756,0.0182,3,2.02
crypto_miner,2024-11-15T10:14:32.200161,802603,0.985,0.9627,0.0172,5,1.81
crypto_miner,2024-11-16T10:14:32.200173,797722,1.206,0.9689,0.0184,4,2.47
crypto_miner,2024-11-17T10:14:32.200184,826120,0.716,0.9683,0.0171,3,2.29
crypto_miner,2024-11-18T10:14:32.200195,846759,1.369,0.9865,0.0199,6,2.27
crypto_miner,2024-11-19T10:14:32.200207,875462,1.457,0.9856,0.0194,3,1.99
crypto_miner,2024-11-20T10:14:32.200222,827153,0.879,0.9729,0.017,3,2.48
crypto_miner,2024-11-21T10:14:32.200235,828884,0.711,0.9732,0.015,7,2.34
crypto_miner,2024-11-22T10:14:32.200246,869733,1.061,0.9798,0.0183,3,2.06
crypto_miner,2024-11-23T10:14:32.200257,881786,1.331,0.9807,0.0169,6,1.9
crypto_miner,2024-11-24T10:14:32.200267,838870,0.979,0.9778,0.0176,7,1.85
crypto_miner,2024-11-25T10:14:32.200278,814123,0.859,0.9693,0.0197,4,2.35
crypto_miner,2024-11-26T10:14:32.200289,868180,0.716,0.9793,0.0169,6,2.23
crypto_miner,2024-11-27T10:14:32.200300,833474,1.211,0.964,0.0152,6,1.91
crypto_miner,2024-11-28T10:14:32.200311,851991,1.313,0.9859,0.0199,6,2.21
crypto_miner,2024-11-29T10:14:32.200322,846685,0.92,0.9898,0.0198,4,1.93
crypto_miner,2024-11-30T10:14:32.200335,848955,1.414,0.9918,0.0184,7,2.12
crypto_miner,2024-12-01T10:14:32.200354,866329,1.265,0.9657,0.0146,3,2.26
crypto_miner,2024-12-02T10:14:32.200365,848467,0.98,0.9811,0.0171,6,2.43
crypto_miner,2024-12-03T10:14:32.200377,864943,1.232,0.9762,0.0191,5,2.23
crypto_miner,2024-12-04T10:14:32.200394,805785,0.838,0.9762,0.0169,3,2.41
crypto_miner,2024-12-05T10:14:32.200405,807466,0.804,0.9845,0.0143,6,1.9
crypto_miner,2024-12-06T10:14:32.200470,786023,1.119,0.9685,0.0168,7,2.47
crypto_miner,2024-12-07T10:14:32.200488,785944,1.216,0.9881,0.0168,5,1.91
crypto_miner,2024-12-08T10:14:32.200506,874317,1.418,0.9743,0.0167,5,2.48
crypto_miner,2024-12-09T10:14:32.200518,826805,0.704,0.9877,0.019,3,2.46
crypto_miner,2024-12-10T10:14:32.200529,803906,0.844,0.9761,0.0187,5,2.12
crypto_miner,2024-12-11T10:14:32.200541,791518,1.275,0.9921,0.0155,5,2.02
crypto_miner,2024-12-12T10:14:32.200552,794957,1.179,0.9891,0.0161,4,2.12
crypto_miner,2024-12-13T10:14:32.200563,868044,0.936,0.979,0.0172,5,2.44
crypto_miner,2024-12-14T10:14:32.200575,881598,1.136,0.9734,0.0177,7,1.92
crypto_miner,2024-12-15T10:14:32.200586,879815,0.917,0.9918,0.0187,4,2.09
crypto_miner,2024-12-16T10:14:32.200597,798852,1.425,0.9785,0.0147,4,2.37
crypto_miner,2024-12-17T10:14:32.200608,833729,1.465,0.9747,0.0164,5,2.09
crypto_miner,2024-12-18T10:14:32.200620,812284,1.341,0.966,0.0145,6,2.15
crypto_miner,2024-12-19T10:14:32.200631,848683,0.955,0.9609,0.0162,5,2.38
crypto_miner,2024-12-20T10:14:32.200642,790104,1.055,0.9626,0.0179,3,2.22
crypto_miner,2024-12-21T10:14:32.200653,794395,1.036,0.972,0.0183,4,2.36
crypto_miner,2024-12-22T10:14:32.200664,851744,0.963,0.9702,0.018,3,2.5
