scroll_id,class,glyphs,energy_w,dag_depth,complexity
scroll_crypto_000577,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000578,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000579,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000580,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000581,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000582,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000583,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000584,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000585,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000586,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000587,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000588,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000589,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000590,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000591,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000592,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000593,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000594,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000595,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000596,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000597,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000598,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000599,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000600,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000601,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000602,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000603,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000604,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000605,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000606,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000607,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000608,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000609,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000610,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000611,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000612,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000613,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000614,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000615,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000616,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000617,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000618,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000619,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000620,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000621,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000622,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000623,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000624,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000625,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000626,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000627,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000628,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000629,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000630,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000631,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000632,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000633,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000634,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000635,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000636,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000637,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000638,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000639,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000640,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000641,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000642,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000643,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000644,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000645,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000646,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000647,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000648,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000649,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000650,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000651,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000652,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000653,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000654,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000655,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000656,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000657,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000658,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000659,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000660,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000661,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000662,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000663,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000664,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000665,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000666,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000667,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000668,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000669,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000670,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000671,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000672,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000673,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000674,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000675,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000676,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000677,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000678,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000679,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000680,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000681,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000682,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000683,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000684,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000685,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000686,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000687,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000688,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000689,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000690,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000691,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000692,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000693,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000694,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000695,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000696,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000697,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000698,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000699,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000700,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000701,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000702,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000703,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000704,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000705,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000706,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000707,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000708,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000709,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000710,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000711,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000712,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000713,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000714,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000715,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000716,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000717,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000718,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000719,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000720,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000721,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000722,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000723,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000724,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000725,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000726,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000727,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000728,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000729,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000730,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000731,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000732,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000733,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000734,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000735,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000736,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000737,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000738,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000739,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000740,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000741,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000742,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000743,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000744,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000745,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000746,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000747,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000748,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000749,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000750,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000751,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000752,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000753,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000754,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000755,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000756,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000757,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000758,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000759,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000760,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000761,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000762,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000763,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000764,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000765,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000766,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000767,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000768,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000769,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000770,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000771,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000772,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000773,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000774,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000775,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000776,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000777,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000778,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000779,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000780,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000781,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000782,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000783,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000784,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000785,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000786,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000787,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000788,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000789,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000790,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000791,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000792,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000793,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000794,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000795,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000796,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000797,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000798,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000799,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000800,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000801,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000802,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000803,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000804,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000805,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000806,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000807,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000808,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000809,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000810,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000811,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000812,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000813,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000814,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000815,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000816,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000817,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000818,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000819,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000820,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000821,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000822,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000823,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000824,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000825,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000826,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000827,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000828,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000829,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000830,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000831,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000832,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000833,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000834,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000835,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000836,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000837,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000838,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000839,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000840,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000841,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000842,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000843,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000844,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000845,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000846,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000847,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000848,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000849,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000850,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000851,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000852,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000853,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000854,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000855,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000856,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000857,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000858,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000859,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000860,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000861,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000862,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000863,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000864,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000865,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000866,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000867,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000868,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000869,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000870,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000871,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000872,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000873,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000874,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000875,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000876,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000877,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000878,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000879,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000880,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000881,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000882,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000883,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000884,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000885,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000886,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000887,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000888,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000889,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000890,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000891,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000892,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000893,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000894,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000895,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000896,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000897,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000898,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000899,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000900,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000901,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000902,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000903,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000904,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000905,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000906,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000907,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000908,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000909,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000910,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000911,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000912,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000913,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000914,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000915,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000916,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000917,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000918,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000919,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000920,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000921,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000922,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000923,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000924,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000925,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000926,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000927,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000928,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000929,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000930,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000931,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000932,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000933,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000934,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000935,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000936,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000937,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000938,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000939,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000940,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000941,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000942,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000943,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000944,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000945,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000946,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000947,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000948,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000949,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000950,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000951,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000952,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000953,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000954,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000955,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000956,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000957,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000958,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000959,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000960,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000961,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000962,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000963,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000964,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000965,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000966,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000967,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000968,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000969,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000970,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000971,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000972,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000973,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000974,crypto,🜁🜃🜋,0.019,3,0.8
scroll_crypto_000975,crypto,🜁🜃🜋,0.019,3,0.8
