scroll_id,class,glyphs,execution_time_ms,coherence,timestamp
scroll_4991762f,crypto,🜃🜋🜄🜄🜋,0.8833,0.9882,2025-05-16T23:39:17
scroll_edc724c4,crypto,🜃🔷🜋🜅🜌,1.1747,0.956,2025-05-16T15:09:08
scroll_0c315d01,llm,🔷🜋🜋,1.2268,0.9885,2025-05-16T06:54:17
scroll_5aa1c4c9,llm,🜃🜌🜋,1.2274,0.9805,2025-05-16T21:24:45
scroll_974162eb,robotics,🜃🜰🜌🔷🜄🜅,1.0463,0.961,2025-05-16T00:41:13
scroll_7519e297,crypto,🔷🜰🜄🜰,1.0001,0.9757,2025-05-16T00:33:18
scroll_6a01e8a6,crypto,🜁🜌🔷🜌🜄,0.8507,0.9776,2025-05-16T21:05:59
scroll_369205e1,crypto,🜋🜁🜅,1.0789,0.951,2025-05-16T12:22:55
scroll_cd05acfb,robotics,🜄🜰🔷🜃🜁,1.2215,0.986,2025-05-16T04:27:32
scroll_e84f2f5d,llm,🜁🜅🜄,0.9537,0.9809,2025-05-16T02:02:19
scroll_6d9403a2,robotics,🜃🜌🜅🔷,0.9168,0.9733,2025-05-16T22:14:06
scroll_b83d82da,crypto,🜰🜄🜁🜄🜋🜁,1.1228,0.9897,2025-05-16T21:09:02
scroll_975c44ec,llm,🜁🜄🜃🜃🜃,1.0875,0.965,2025-05-16T14:10:30
scroll_33d03685,robotics,🜁🜅🜃🔷,1.1282,0.9824,2025-05-16T02:45:29
scroll_a0faef62,robotics,🜅🜅🜅,1.1948,0.9754,2025-05-16T02:41:25
scroll_6b009e73,robotics,🜰🜅🜄🜋🜁,1.0164,0.9753,2025-05-16T01:30:01
scroll_d9817fca,crypto,🜃🜰🜋🜌🜄,1.0555,0.9729,2025-05-16T19:38:11
scroll_2a153979,crypto,🔷🔷🜅🜅🜄🜄,0.8655,0.9671,2025-05-16T07:46:40
scroll_c77be691,robotics,🔷🜄🜅,0.8731,0.959,2025-05-16T04:59:52
scroll_f5ed6704,crypto,🜅🜃🜋🔷,1.1792,0.9757,2025-05-16T19:09:12
scroll_efc2c3a5,crypto,🜁🜅🜰🜰,1.0499,0.9524,2025-05-16T23:09:35
scroll_e71dc5c5,llm,🜋🜄🜁🜋🜃🜁,0.9902,0.9531,2025-05-16T04:35:55
scroll_8ba03ca3,robotics,🜄🜋🜄🜄🜰🜃,1.1513,0.9532,2025-05-16T21:10:09
scroll_237243ae,crypto,🜃🜌🜄🜰🔷🜄,0.9477,0.9795,2025-05-16T00:26:21
scroll_3b9bdf5d,crypto,🜄🜄🜰,0.8964,0.9741,2025-05-16T11:35:09
scroll_0838e06d,llm,🜰🜄🜋🜌🜃,1.2391,0.9655,2025-05-16T03:47:33
scroll_842f26f8,robotics,🜄🜋🜋🜄,0.9314,0.9542,2025-05-16T22:15:58
scroll_11ef0a51,crypto,🜌🜄🜃🜁,1.1358,0.982,2025-05-16T23:06:46
scroll_731c6404,robotics,🜋🜋🜄🜋🜋🜌,1.1153,0.959,2025-05-16T22:36:03
scroll_dfcea6fe,llm,🔷🜋🜄,1.1776,0.9527,2025-05-16T06:11:26
scroll_c6a2e72f,llm,🜄🜰🜃🜅🜰,1.2497,0.9707,2025-05-16T01:35:08
scroll_43b55f45,robotics,🜰🜁🜄🜁🜁,1.1035,0.9511,2025-05-16T19:03:35
scroll_b68e5202,robotics,🜄🜌🔷🜰,0.9811,0.9648,2025-05-16T18:39:09
scroll_9bfb4c1b,robotics,🜅🔷🜰🜃🜁🜃,1.1494,0.9597,2025-05-16T16:11:26
scroll_6aeca3c6,llm,🜃🜄🜃🜅🜁,1.1855,0.9741,2025-05-16T01:18:29
scroll_f931e7e2,robotics,🜋🜋🜄🜌,0.9984,0.978,2025-05-16T00:50:42
scroll_f2ad72e4,llm,🜅🜌🜁🜋🜋🜁,0.9867,0.9564,2025-05-16T03:52:20
scroll_ea596c85,crypto,🜰🜌🜃,1.1925,0.9504,2025-05-16T10:35:43
scroll_183af2e1,crypto,🜌🜃🜌🜅,0.9152,0.9814,2025-05-16T17:31:26
scroll_b5946ea3,crypto,🜰🜁🜁🜃🜁,0.945,0.9868,2025-05-16T01:29:04
scroll_d053a9df,crypto,🜰🜃🔷,1.2389,0.9629,2025-05-16T16:43:43
scroll_d134d7f3,crypto,🜅🜄🜃🜋,1.1408,0.983,2025-05-16T23:57:18
scroll_926b6e5b,crypto,🜅🜁🜃🜁,1.1809,0.9889,2025-05-16T17:27:06
scroll_0b56700b,crypto,🜌🜅🜁🜃🜄🜃,1.1346,0.9688,2025-05-16T17:27:48
scroll_4bb66014,llm,🜌🜅🜅🜅🜄🜋,1.174,0.9851,2025-05-16T17:21:34
scroll_1433ca0d,llm,🔷🜁🜰🜄🔷🜌,1.2019,0.9647,2025-05-16T10:22:06
scroll_6f8e07d4,crypto,🜅🔷🜋🜁🜌🜃,0.8936,0.9779,2025-05-16T19:41:35
scroll_8ac0917f,robotics,🜋🜁🜌🜌,1.1969,0.9828,2025-05-16T02:16:27
scroll_5c07aab0,robotics,🜃🜁🜅🜋,0.9421,0.9847,2025-05-16T05:45:13
scroll_876d70d4,robotics,🔷🜌🜄🔷🜰,1.0796,0.9871,2025-05-16T13:42:22
scroll_123f4678,llm,🔷🜅🔷🜃🜁,0.8509,0.9881,2025-05-16T18:28:48
scroll_c2c376bb,crypto,🜰🜋🜋🔷,1.114,0.9629,2025-05-16T11:47:52
scroll_2cf83d17,crypto,🜋🜅🜅🔷🜋,0.9256,0.9748,2025-05-16T10:38:10
scroll_a20bf1e4,crypto,🜃🜅🜰🜅🜁🔷,0.8823,0.9604,2025-05-16T06:07:34
scroll_420ccce2,robotics,🜅🜁🜌🜅🜄🔷,1.0288,0.952,2025-05-16T12:19:03
scroll_8a9072a5,llm,🜰🜁🜁🜄,0.9656,0.9723,2025-05-16T14:47:12
scroll_5c4d0296,robotics,🜃🜰🔷🔷🔷,1.1849,0.9575,2025-05-16T01:53:20
scroll_5bab1084,robotics,🜃🜁🜃🜁,1.1754,0.9808,2025-05-16T18:12:39
scroll_77a3e1ba,crypto,🜃🜌🜋🜌,1.1064,0.9637,2025-05-16T21:27:39
scroll_88226a99,llm,🜁🜌🜄,1.0123,0.9833,2025-05-16T19:17:50
scroll_f569018b,robotics,🔷🜌🜁🔷,0.8749,0.9508,2025-05-16T05:59:23
scroll_1556d968,llm,🜰🜄🜁🜰,1.2348,0.9597,2025-05-16T13:21:50
scroll_6cb0c288,robotics,🜅🜄🜋🜅🔷,1.0009,0.9877,2025-05-16T22:55:43
scroll_ff3f163c,crypto,🜌🜋🔷,1.2149,0.9598,2025-05-16T22:34:11
scroll_cbb5d159,crypto,🜋🔷🜋,1.2351,0.9802,2025-05-16T20:08:51
scroll_81eb781b,llm,🔷🜋🔷🜃🜰🔷,1.2198,0.9559,2025-05-16T21:29:09
scroll_7213cc2e,crypto,🜃🜃🜰🜃🜃🜄,0.9075,0.969,2025-05-16T15:57:05
scroll_c2329a00,robotics,🜄🜅🜌🜃,0.916,0.9806,2025-05-16T05:56:55
scroll_a0833116,robotics,🜌🜋🜁🜁🜋🜅,1.061,0.9654,2025-05-16T12:07:42
scroll_19f92def,llm,🜌🜰🜄🜰🜌🜅,1.096,0.9886,2025-05-16T01:48:31
scroll_aabec5f7,llm,🜄🔷🜃🔷🜄🜅,0.9177,0.9885,2025-05-16T04:46:33
scroll_1db8a7c4,llm,🜌🔷🜄🜰🜌🜰,0.9119,0.9809,2025-05-16T23:32:19
scroll_d00de651,robotics,🜅🜄🔷🜋,1.2143,0.9771,2025-05-16T15:33:38
scroll_a307518a,robotics,🜌🜋🜃🜅,0.969,0.9681,2025-05-16T02:17:15
scroll_86955094,robotics,🜋🜄🜌🜰🜁🜅,1.2006,0.9581,2025-05-16T16:48:02
scroll_bfd62311,robotics,🜁🜄🜋🜄,1.1307,0.9736,2025-05-16T13:54:50
scroll_0f620570,crypto,🜄🜌🜌🔷,0.8553,0.9506,2025-05-16T13:00:21
scroll_ded1529e,llm,🜋🜄🜁🜄,0.9366,0.9641,2025-05-16T10:53:29
scroll_b1b6ee4b,llm,🜄🜋🜄🜄🜁🜅,1.0156,0.9803,2025-05-16T22:52:19
scroll_4bb03b44,robotics,🔷🜁🜁🜄🜁🜄,1.1569,0.9761,2025-05-16T18:46:06
scroll_09e98aa7,llm,🜋🜅🜃🜃🜄,1.1689,0.9529,2025-05-16T15:20:44
scroll_db289955,robotics,🜅🔷🜌🜋🜌,0.8918,0.9723,2025-05-16T23:10:30
scroll_a20421d7,llm,🔷🜁🜅🜄,1.16,0.9782,2025-05-16T19:07:58
scroll_f1560f83,crypto,🜄🜋🔷,1.2081,0.9716,2025-05-16T20:05:30
scroll_d2f9985b,robotics,🜄🜁🜌🜅,0.9411,0.9683,2025-05-16T21:27:01
scroll_df7b0149,llm,🜃🜌🜅🜅🜅🜰,1.0155,0.9863,2025-05-16T07:24:46
scroll_3cb75e05,crypto,🜋🜁🜁🜌,0.938,0.9651,2025-05-16T14:38:56
scroll_85ddf617,robotics,🜌🜋🔷🜃🔷,1.1085,0.9716,2025-05-16T01:04:01
scroll_ea19b6e2,llm,🜄🜃🜄🜋🜄🜅,0.8558,0.988,2025-05-16T19:18:36
scroll_dd7335bf,crypto,🜋🜄🜰🜄,1.067,0.9823,2025-05-16T00:02:22
scroll_98cfd60b,llm,🜁🜋🜰🜅🔷,0.8868,0.9804,2025-05-16T03:07:02
scroll_e0d6f2dc,llm,🜰🜰🜄,1.0758,0.9518,2025-05-16T03:14:42
scroll_95a10660,crypto,🜌🔷🔷,1.0792,0.9603,2025-05-16T18:47:52
scroll_c43f9af3,llm,🜋🜄🜃,0.9403,0.9548,2025-05-16T16:30:09
scroll_e68f7216,crypto,🜌🜅🜰🔷🜃,1.0058,0.9649,2025-05-16T19:48:59
scroll_fd3061ee,robotics,🜄🜁🜅🜋🜰,1.1003,0.9595,2025-05-16T20:01:07
scroll_a4ff43d1,robotics,🜄🜰🜅🜋,1.1596,0.9884,2025-05-16T14:38:50
scroll_64fc36b4,robotics,🜃🜁🜅🜋,0.8946,0.9887,2025-05-16T13:11:00
scroll_a72e05e6,crypto,🜅🜌🔷,0.9831,0.9765,2025-05-16T04:51:37
scroll_169643d6,llm,🜅🜁🜰🜃,1.1179,0.9657,2025-05-16T04:09:15
scroll_cba3bdd5,crypto,🜃🔷🜁🔷,0.8964,0.9639,2025-05-16T21:36:22
scroll_09a97f65,robotics,🜅🜅🜃🜃,0.9621,0.9626,2025-05-16T04:03:35
scroll_2200a4e8,crypto,🜄🜃🜅🜌,1.0408,0.9519,2025-05-16T13:56:36
scroll_2842cd10,crypto,🜋🔷🜋🔷🜁,0.9849,0.9791,2025-05-16T19:54:48
scroll_5b555a07,llm,🜅🜃🜅🜌,1.201,0.9859,2025-05-16T08:07:43
scroll_8c3dae88,robotics,🜁🜄🜃🔷🜄🜋,1.1381,0.9559,2025-05-16T13:55:07
scroll_07399dc0,robotics,🜄🜅🔷🜄🜰,0.9431,0.9628,2025-05-16T16:56:30
scroll_a918ca26,llm,🜄🜃🜌🜃🜃,1.241,0.9841,2025-05-16T22:34:10
scroll_729ad11c,crypto,🜰🔷🜅🔷,1.058,0.9733,2025-05-16T01:39:37
scroll_bd401140,crypto,🜄🜰🔷🜃,1.2208,0.9611,2025-05-16T14:04:51
scroll_b36e248d,crypto,🜄🜌🜋🜅,1.1116,0.9693,2025-05-16T02:54:28
scroll_d02bdd60,crypto,🜄🜁🜋🜅🜅,0.8819,0.9756,2025-05-16T11:04:07
scroll_204de2c5,llm,🜰🜃🜅🜰🜋,1.132,0.9634,2025-05-16T13:10:21
scroll_f51d81ed,llm,🜋🜃🔷,1.0559,0.9841,2025-05-16T17:03:28
scroll_ace33405,llm,🜄🜃🜃🜌🜋🜋,1.1469,0.9733,2025-05-16T03:37:11
scroll_7384ac4b,crypto,🜁🜌🜋🜅🔷,0.9936,0.9526,2025-05-16T07:36:43
scroll_dcf74b00,crypto,🜁🜃🜁🜄,1.0772,0.9711,2025-05-16T05:15:04
scroll_830b02b7,crypto,🜌🜋🜄,1.0408,0.9805,2025-05-16T16:36:54
scroll_abde962b,robotics,🜰🜅🜃🜋🜄🜋,0.986,0.9619,2025-05-16T08:59:56
scroll_392628c8,llm,🜅🜄🜰🜃🜄🜰,1.0443,0.9873,2025-05-16T17:40:28
scroll_b7f0cdbb,crypto,🜋🜃🜋🜋,0.9301,0.9527,2025-05-16T01:16:52
scroll_add9b9c3,llm,🜋🜄🔷🜌🜄,0.8971,0.9552,2025-05-16T12:43:45
scroll_a1ddafdb,crypto,🜃🜄🜋,0.8961,0.9539,2025-05-16T18:30:42
scroll_a6722aa9,llm,🜰🜁🜌🜃🜃,1.1654,0.9521,2025-05-16T18:56:19
scroll_370d1fa9,robotics,🜃🜄🜰🜄🜰,0.9252,0.9637,2025-05-16T04:33:52
scroll_666b32bb,robotics,🜅🜰🔷🜁🜰,1.1736,0.9565,2025-05-16T15:52:29
scroll_d1b5927f,crypto,🜌🜃🔷🜋,1.0944,0.9815,2025-05-16T17:55:38
scroll_65ded4ef,crypto,🜌🜌🜄🜋,0.8867,0.9807,2025-05-16T16:02:49
scroll_389b3b2f,robotics,🜁🜰🜋🜅,1.063,0.9834,2025-05-16T11:39:17
scroll_870f5d2f,robotics,🜁🜰🜰🜰🔷,1.0905,0.9829,2025-05-16T05:34:56
scroll_9c24fbfc,robotics,🜁🜁🜰,1.2223,0.9605,2025-05-16T04:51:57
scroll_80cfe143,robotics,🜄🜄🜃🜌,1.2492,0.9771,2025-05-16T14:54:05
scroll_0ec9d4a4,crypto,🜋🔷🜰🔷,1.0741,0.9812,2025-05-16T21:20:55
scroll_49fd7979,llm,🜰🜄🜋,0.9144,0.951,2025-05-16T18:01:04
scroll_5d675cbb,crypto,🜌🜃🜄🜁🜅🜌,1.1205,0.9721,2025-05-16T07:44:14
scroll_e7074e95,llm,🔷🜋🜰🜌🜰🔷,0.9147,0.9801,2025-05-16T20:19:48
scroll_03f8ad5a,llm,🜰🜁🜰🜋🜋,0.9337,0.9554,2025-05-16T20:10:22
scroll_1b245f25,robotics,🜄🔷🜰🜁,1.0046,0.9656,2025-05-16T09:32:42
scroll_fe98c9d4,llm,🜃🜌🜌🜁,1.0836,0.9751,2025-05-16T10:44:53
scroll_4471248a,llm,🔷🔷🜰,0.8504,0.9805,2025-05-16T01:39:07
scroll_b464eae3,robotics,🜰🜄🜁🜰🜌🜅,1.1448,0.9604,2025-05-16T18:30:25
scroll_c1ce9bc6,llm,🔷🜁🜰🜌🜌,0.9069,0.9661,2025-05-16T16:44:20
scroll_170c572e,robotics,🜁🔷🔷,0.9914,0.9837,2025-05-16T17:20:43
scroll_25a42713,crypto,🜌🜰🜄🜃🔷,1.1399,0.9755,2025-05-16T19:59:41
scroll_2d04c3f6,llm,🜃🜰🜌🜄🜰,1.191,0.9806,2025-05-16T18:12:56
scroll_493256d4,robotics,🜁🔷🜋,1.14,0.9503,2025-05-16T17:33:03
scroll_cae22505,robotics,🔷🜃🔷🔷🜅🜋,0.9376,0.988,2025-05-16T03:30:48
scroll_a59ceef7,llm,🜁🜄🔷🜃🜰🔷,1.1721,0.9606,2025-05-16T14:47:57
scroll_6826571c,robotics,🜰🜰🜰🜄,0.987,0.9835,2025-05-16T08:31:47
scroll_1dff4a1e,llm,🜌🜁🜄,0.9136,0.9705,2025-05-16T23:25:19
scroll_46dc138d,robotics,🜋🜋🜃🜃🜌,1.1263,0.9697,2025-05-16T07:11:00
scroll_75555f35,crypto,🜃🜁🜃🜰🜁,1.1134,0.9648,2025-05-16T17:38:02
scroll_7fe6e42a,llm,🜃🜄🜁,0.8709,0.9627,2025-05-16T00:10:53
scroll_5c312dab,robotics,🜌🔷🜌🔷🜋,1.101,0.9822,2025-05-16T18:48:58
scroll_4bc15526,crypto,🔷🜅🜄🔷,1.1248,0.9712,2025-05-16T03:44:11
scroll_49058e91,llm,🜋🜃🜰🜌🔷🜄,1.1984,0.9733,2025-05-16T11:30:33
scroll_bcc4ff0d,robotics,🜄🜄🔷,0.8919,0.9529,2025-05-16T03:53:21
scroll_9290cf42,crypto,🔷🜄🜋🜌,1.0741,0.9706,2025-05-16T18:31:31
scroll_c042eddb,llm,🜅🜃🜁,1.0236,0.9619,2025-05-16T04:26:15
scroll_f0502728,robotics,🜰🜃🜃🜰,1.1056,0.9661,2025-05-16T17:39:14
scroll_67b12c50,crypto,🜰🜌🜄🜰🜌🜋,1.2337,0.9679,2025-05-16T10:52:43
scroll_98c74239,llm,🜋🜰🜅🔷🜁🜌,1.0982,0.9877,2025-05-16T19:26:11
scroll_15fe7491,robotics,🜅🜰🜌,1.1128,0.9657,2025-05-16T06:09:01
scroll_f4435386,crypto,🔷🜋🜌🜋,1.2486,0.9666,2025-05-16T13:39:42
scroll_503b7b6a,robotics,🜁🜰🜌🜰🜋,1.1991,0.9899,2025-05-16T19:20:40
scroll_1a18dde3,crypto,🔷🜅🔷,1.1699,0.9518,2025-05-16T20:44:32
scroll_fd9ea9a6,robotics,🜋🜰🜁🜅🜄,0.8621,0.98,2025-05-16T05:56:21
scroll_473e2b64,llm,🜁🜰🜁🜅🜃,1.1851,0.9872,2025-05-16T12:19:45
scroll_a008972f,robotics,🜃🜃🜃🜋🔷,0.8882,0.9529,2025-05-16T02:14:20
scroll_54b45fbb,robotics,🜌🜁🜁🔷🜋🜁,0.8706,0.9581,2025-05-16T17:27:32
scroll_81fcf05c,crypto,🜋🜄🜃,1.1986,0.9873,2025-05-16T07:01:27
scroll_b43f0005,llm,🜁🔷🔷🜁🜁,0.9586,0.9655,2025-05-16T01:16:14
scroll_e9c4d51d,crypto,🔷🜁🜋,0.9172,0.9868,2025-05-16T04:50:58
scroll_b2c49ae6,llm,🔷🔷🜋🜄,1.1717,0.9824,2025-05-16T17:01:41
scroll_438978c4,robotics,🜋🜰🜁,0.9342,0.9808,2025-05-16T18:24:45
scroll_89cbf790,robotics,🔷🔷🜋,0.9537,0.9667,2025-05-16T06:03:47
scroll_cba7ce8b,llm,🜰🜋🜰🜰,1.1829,0.9615,2025-05-16T04:39:03
scroll_d8f2adee,llm,🜁🜁🜄🜌🜅,1.1825,0.9603,2025-05-16T10:28:47
scroll_1b6bc59c,llm,🜃🜌🔷,1.0453,0.9598,2025-05-16T07:10:49
scroll_a7371e7f,crypto,🔷🜄🔷🜅,1.1776,0.9718,2025-05-16T07:02:11
scroll_a3bc85a7,crypto,🜰🜁🜌,0.8539,0.9806,2025-05-16T08:10:11
scroll_a406f53a,crypto,🜋🜰🜰🜅🔷,1.0736,0.9723,2025-05-16T09:12:31
scroll_072329a4,llm,🜋🔷🜌🜋🜋🜄,1.2442,0.9757,2025-05-16T14:10:58
scroll_9add6b0a,crypto,🔷🔷🜃,0.8828,0.9831,2025-05-16T11:02:55
scroll_2e0263d0,crypto,🔷🜅🜅🜁,1.2279,0.9515,2025-05-16T16:56:56
scroll_c4245a2e,crypto,🜅🜋🔷,0.9566,0.9525,2025-05-16T14:06:26
scroll_adbf200f,crypto,🜋🜰🜋🜅🜌🜰,1.1994,0.9857,2025-05-16T08:20:54
scroll_f28bf696,llm,🜋🔷🜅🜋,1.0803,0.976,2025-05-16T19:32:42
scroll_9fd2a840,crypto,🜌🜰🜄🜰🜰🜁,1.1895,0.9632,2025-05-16T03:23:03
scroll_1fa8c0c7,llm,🜄🜋🜄🜋🜋🜌,1.19,0.9597,2025-05-16T11:29:37
scroll_394d2529,robotics,🜋🜁🜄,1.1717,0.9547,2025-05-16T17:08:59
scroll_eb7318b9,llm,🜃🜋🔷🜄,1.1748,0.9552,2025-05-16T22:39:39
scroll_753414e6,llm,🜰🜄🜁🜁,1.2489,0.9857,2025-05-16T20:43:28
scroll_d44a8a37,crypto,🜋🔷🜃,1.0558,0.976,2025-05-16T17:24:24
scroll_a113f2d5,llm,🜄🜰🜋,1.0223,0.9697,2025-05-16T01:54:40
scroll_60a30a49,crypto,🜰🜅🜃,1.0694,0.9708,2025-05-16T22:22:59
scroll_73b877b6,crypto,🜃🜰🜄🜅,1.2449,0.9538,2025-05-16T13:59:37
scroll_85da5173,llm,🜃🜅🜌,1.1239,0.987,2025-05-16T02:24:43
scroll_ad9babe2,llm,🜅🜄🜰🜁🜃🜁,1.1055,0.9575,2025-05-16T08:26:17
scroll_468db7df,llm,🜃🜌🜌🜁🜁🜅,1.1718,0.9577,2025-05-16T15:28:08
scroll_f99feed5,llm,🜋🜌🜰,0.9868,0.9889,2025-05-16T08:01:33
scroll_aed06d52,crypto,🜄🔷🜁🜋🔷,1.1322,0.9803,2025-05-16T18:18:18
scroll_5e8b134a,robotics,🜰🜁🔷🜋🔷,1.1121,0.9832,2025-05-16T16:27:25
scroll_014662b0,llm,🜅🜅🜄🜌🜰🜅,1.0384,0.99,2025-05-16T15:12:26
scroll_857d6f43,llm,🜰🜅🜄🜅,0.8941,0.9666,2025-05-16T11:54:44
scroll_b085cec6,crypto,🜌🜄🜁🜌🜰🜃,1.1157,0.9735,2025-05-16T06:02:22
scroll_e2d0bd41,crypto,🔷🜰🜁,0.9002,0.984,2025-05-16T00:27:39
scroll_929da8ec,crypto,🜰🜄🜄🜅🜰,0.912,0.9614,2025-05-16T21:14:31
scroll_976123db,crypto,🜃🜁🜃🜰🜅🜄,1.1609,0.9829,2025-05-16T07:26:50
scroll_5468c5de,llm,🜃🜄🜃🜅🜃,1.1213,0.9883,2025-05-16T06:25:15
scroll_e093e63b,llm,🜅🔷🜅🜋🜅,0.8585,0.978,2025-05-16T20:25:07
scroll_c0cdcc02,crypto,🜄🜃🜄🔷,1.2132,0.9635,2025-05-16T21:36:22
scroll_04bfdd78,robotics,🜌🔷🜅🔷🜅🜋,1.1929,0.9618,2025-05-16T17:50:46
scroll_6ea0afbd,llm,🜄🜋🜃🔷🜄🜋,1.0149,0.956,2025-05-16T19:24:16
scroll_506948ce,robotics,🜋🜃🜋🜁,0.9446,0.9786,2025-05-16T18:57:57
scroll_debbd5bd,robotics,🜄🜌🜅,0.8927,0.9755,2025-05-16T03:25:12
scroll_01eb35cb,robotics,🜃🜃🜁🜰🜰,0.9609,0.978,2025-05-16T20:07:42
scroll_ea513644,robotics,🜋🜃🜅🜰,0.9922,0.9861,2025-05-16T05:56:31
scroll_a22c2c49,llm,🜰🜅🜁🔷,0.99,0.9881,2025-05-16T10:52:10
scroll_984d37af,robotics,🜃🜌🜰🜄🜅🜄,1.1001,0.961,2025-05-16T15:07:21
scroll_9817ceca,crypto,🔷🜁🜃🜋🜋🜄,0.958,0.9877,2025-05-16T03:25:15
scroll_cf519cdf,robotics,🜋🜃🜰🜁🔷,1.2303,0.956,2025-05-16T07:54:55
scroll_c216e6a6,robotics,🜁🔷🜅,1.1417,0.9751,2025-05-16T05:55:48
scroll_4c214eaa,crypto,🜌🜰🜄🜌🜁,1.1438,0.9748,2025-05-16T13:14:14
scroll_7c534872,robotics,🜌🔷🜋🜁🔷,1.1358,0.9793,2025-05-16T14:30:09
scroll_7d344263,crypto,🜅🜋🔷🔷,1.0392,0.9788,2025-05-16T01:06:36
scroll_9370fc43,robotics,🜰🜋🜃🜃,1.173,0.9753,2025-05-16T09:57:01
scroll_6086f50f,crypto,🜅🜄🜄,1.1218,0.965,2025-05-16T22:10:58
scroll_2a0640b8,crypto,🜅🜄🜄🜁🔷🜋,0.9667,0.9654,2025-05-16T10:20:48
scroll_39b6eb66,robotics,🜋🜁🜰🜁🜅,1.0268,0.956,2025-05-16T05:35:57
scroll_dbc5bc13,llm,🜁🜃🜋,1.2494,0.957,2025-05-16T08:05:11
scroll_0ec0d41c,robotics,🔷🜄🜁,1.0478,0.9719,2025-05-16T17:07:42
scroll_b0cb1c73,robotics,🜰🜋🜃🜅🜃🜰,1.037,0.963,2025-05-16T00:23:07
scroll_946f9f2a,crypto,🔷🜰🜋🜄🜰,0.9362,0.9503,2025-05-16T16:32:26
scroll_c57fa12d,llm,🜋🜋🜄🜄🜅🜄,1.0996,0.9882,2025-05-16T21:20:23
scroll_d611c085,llm,🜅🜅🜃🜅🜰🜌,1.218,0.9783,2025-05-16T21:33:24
scroll_a0b123a9,llm,🜄🜰🔷🜋🜄,1.196,0.9843,2025-05-16T11:55:25
scroll_511a9312,llm,🜃🜅🔷🜁,0.935,0.9582,2025-05-16T22:13:57
scroll_855824b1,robotics,🜅🜁🜁,0.9871,0.9703,2025-05-16T19:47:48
scroll_310cb853,robotics,🜄🜁🜁🜁🔷🜰,0.9917,0.9587,2025-05-16T09:35:00
scroll_070cdf40,llm,🜁🜌🜌,1.221,0.9587,2025-05-16T10:26:10
scroll_7f8e23f7,llm,🜁🜰🔷,1.2046,0.9539,2025-05-16T22:39:17
scroll_b8f6b5ab,robotics,🜌🜅🜰🜋🜃,1.0176,0.9808,2025-05-16T20:20:18
scroll_5b45f461,llm,🜅🜁🜋,1.1282,0.9718,2025-05-16T18:58:49
scroll_54a0a088,crypto,🜅🜅🜌🜋🜅🜁,1.1108,0.9858,2025-05-16T07:01:04
scroll_aa5108b1,llm,🜁🜰🜁🜁🜰,1.2493,0.9733,2025-05-16T03:19:14
scroll_62ab4cd0,robotics,🜅🜁🜌,1.0236,0.9864,2025-05-16T13:35:46
scroll_6bf2ca90,robotics,🔷🜅🜁🜁🔷,1.1539,0.9517,2025-05-16T21:33:53
scroll_34faa807,crypto,🜰🜁🜃🜰🜋,1.2118,0.9647,2025-05-16T19:21:10
scroll_ea5fd03c,robotics,🜌🜌🔷🜅🜅,1.1571,0.9514,2025-05-16T18:03:12
scroll_c0998787,robotics,🜁🜰🜃🜅🜰,1.0923,0.9554,2025-05-16T18:24:10
scroll_3bd035c9,crypto,🜋🔷🔷🔷🜄,0.9806,0.9742,2025-05-16T23:34:59
scroll_95a43d5a,robotics,🜄🜰🜋🜃🜰🜃,0.8736,0.9758,2025-05-16T23:26:45
scroll_c1df7661,crypto,🜌🜃🜅🜄,0.8538,0.9634,2025-05-16T10:58:47
scroll_eb755f03,crypto,🜌🜋🜁🜄🜃🜅,0.9406,0.969,2025-05-16T19:25:30
scroll_f1b4a7a5,llm,🜰🜅🜁🜁,1.216,0.9559,2025-05-16T14:51:04
scroll_2f050874,robotics,🜌🜰🜄🜄,0.9993,0.9707,2025-05-16T02:39:01
scroll_7f7ac9a0,crypto,🜄🔷🜃🜄🜰,1.0696,0.9546,2025-05-16T03:11:18
scroll_7d9f4da5,robotics,🜃🜄🜃,1.0567,0.9689,2025-05-16T07:46:15
scroll_6e178aa0,llm,🜄🜰🜄🜌🜄,1.1394,0.967,2025-05-16T04:38:58
scroll_3b617bc6,robotics,🜁🜌🜋🜃🜌🜌,0.9527,0.9505,2025-05-16T10:09:22
scroll_978a6e9e,llm,🜌🔷🜃🜄🜰,0.9663,0.9527,2025-05-16T22:43:51
scroll_e307dc58,robotics,🜄🜄🜁🜃,0.9995,0.984,2025-05-16T16:37:56
scroll_0ce3c9fc,llm,🜰🜃🜰,1.0706,0.9883,2025-05-16T05:40:21
scroll_22774297,crypto,🔷🜋🜄,1.1616,0.9821,2025-05-16T18:29:16
scroll_4852ba71,robotics,🜋🜅🜰,1.1838,0.9817,2025-05-16T03:26:23
scroll_ead67719,robotics,🜅🜃🜃,1.0607,0.9562,2025-05-16T21:40:21
scroll_f5f0f856,llm,🜰🜌🜌🔷🜃,1.2004,0.9538,2025-05-16T02:45:31
scroll_57488411,robotics,🜰🜅🜰🜌,1.175,0.9779,2025-05-16T04:08:49
scroll_ea1fc6a5,crypto,🔷🜅🜃🜋,1.2132,0.9888,2025-05-16T14:17:19
scroll_4001e622,robotics,🜌🜅🜅,1.1449,0.9632,2025-05-16T20:45:04
